Smiles,gatscore
O=C(NCc1ccc(Cl)cc1)c1cnc(N2CCCC2)nc1,-8.658483505249023
O=C([O-])CCCC(=O)N1C[C@H]2CCCN2c2ccccc21,-8.79917049407959
COc1ccc(C(=O)N[C@H](C(=O)NCC(C)C)C2CCN(C(=O)NC(C)(C)C)CC2)cc1,-7.827591419219971
CNC(=O)C1CCN(C(=O)Nc2ccc(NC(=O)Nc3ccccc3)cc2)CC1,-8.352235794067383
COCCO[C@@H]1C[N@@H+](C2CCN(C(=O)c3ccc4[nH]ccc4c3)CC2)C12CCCCC2,-8.444212913513184
CC(C)[NH+]1CCC(Cc2ccc(CCNC(=O)c3cc(C4CC4)[nH]n3)cc2)CC1,-9.025632858276367
COc1ccc2c(C[NH2+]C[C@@H]3CCCO3)c(C(=O)[O-])n(Cc3ccc(F)cc3Cl)c2c1,-7.77766752243042
COC[C@@H](C)NC(=O)c1ccc(Br)cc1,-7.460720539093018
CC(C)CCNC(=O)[C@@]1(C)Cn2nc(C(=O)NC3CCCC3)cc2C(=O)N1C,-8.149072647094727
O=C(NCC1CCCCC1)C1CCN(C(=O)c2ncn3c2CO[C@H](c2ccc(Cl)cc2)C3)CC1,-7.980462074279785
O=C(NC1CCCCC1)N(C(=O)c1ccc2[nH]c3c(c2c1)CCCC3)C1CCCCC1,-8.39545726776123
CCC(=O)Nc1cc(C(=O)NCC(C)C)c2ccc(C)nc2c1,-7.752256870269775
O=C(NCCc1ccc(Cl)cc1)[C@H]1CC(=O)N(C2CCCCCCC2)C1,-7.419519424438477
CC[C@@]1(C(N)=O)CCCN(C(=O)c2cc(C)cc(C)c2)C1,-7.560226917266846
CCn1nc(C)c(CCN(C)C(=O)NC2CCCCC2)c1C,-6.063899993896484
COc1ccc(Nc2cc(C)c3cc(NC(=O)c4cc5ccccc5[nH]4)ccc3n2)cc1,-8.429962158203125
O=C([O-])c1ccc(NCc2cccnc2)cc1Cl,-8.942626953125
Cc1ccc(S(=O)(=O)[C@@H](CNC(=O)C(=O)NC2CCCC2)c2ccco2)cc1,-8.752422332763672
O=C1CC[C@@]2(C(=O)NCc3cc(F)ccc3F)CCC=C2N1C1CCCC1,-8.33486270904541
O=C(c1[nH]nc2c1CCc1ccccc1-2)N1CCC2(CC[C@H]2O)CC1,-8.45624828338623
Cc1ccccc1NC(=O)C(=O)NCC1(c2ccccc2)CCCC1,-7.986462593078613
CCC[C@@H](C)[NH+]1CCN(c2ccc(NC(=O)c3ccc(OC)cc3)cc2C(=O)[O-])CC1,-7.095199108123779
CCc1ccc(C(=O)N2CCC[C@H](c3cccc(C(=O)NC4CCCCCC4)c3)C2)cc1,-7.671298027038574
CCOC(=O)Cc1ccc(NC(=O)N2CCC(C[NH+]3CCC(C)CC3)CC2)cc1,-7.345098495483398
CC(=O)N[C@@H]1CN(C(=O)CCc2[nH]c3ccccc3[nH+]2)C[C@H]1CO,-9.081320762634277
CC(=O)N1CCC[C@@H](c2[nH]ccc2C(=O)N2CCN(c3ncccn3)CC2)C1,-8.678396224975586
NC(=O)[C@@]1(CC2CC2)CCCN(C(=O)CCCc2ccccc2)C1,-7.445265769958496
Cc1cc2n(n1)CCC(=O)N2CCCC(=O)NCCC[N@@H+]1CCCC[C@H]1C,-8.630313873291016
CC(C)C(=O)Nc1ccc(C2(C(=O)NC3CC3)CCCCC2)cc1,-7.788393020629883
CCNC(=O)Nc1ccc(N(C)C)c(CN(C(=O)C(C)(C)C)C2CC2)c1,-5.814013957977295
Cc1cc(C(=O)N2CCC[C@](F)(C(=O)NCc3cccnc3)C2)n(C)n1,-7.504271507263184
O=C([O-])C[C@H](NC(=O)c1cccc(F)c1)c1ccc(OC2CCCC2)cc1,-8.928261756896973
Cc1nc2cc(-c3cccc(F)c3)nn2c(C)c1CCC(=O)Nc1ccc(-c2[nH]c3ccccc3[nH+]2)cc1,-8.03272533416748
O=C(Nc1ccc(-c2noc(C3CCC3)n2)cc1)N1CCc2ccccc2C1,-8.907543182373047
O=C([O-])C1CCN(C(=O)N2C[C@H]3C[C@@H](C2)[C@H]2CCCC(=O)N2C3)CC1,-7.496761798858643
CCCC(=O)Nc1nc2ccc(CC(=O)NC(C)(C)C)cc2s1,-7.718797206878662
C[N@@H+](CCCNC(=O)CC1CCN(C(=O)NC2CCCCC2)CC1)C1CCCCC1,-6.793218612670898
Cc1ccc([C@H]2CC(=O)NC(NC(=O)c3ccc(C(C)(C)C)cc3)=N2)cc1,-7.436380386352539
CCOc1ccc(NC(=O)N2CCC3(CC2)C(=O)N(CC(=O)N2CCCCC2)CN3c2ccccc2)cc1,-7.896803855895996
CCOC(=O)CCNC(=O)N1CCCCC[C@@H]1c1ccc(C)cc1,-7.931042194366455
Cc1c(C(=O)NC2CCCC2)oc2ccc3c(c12)[C@@H](O)CC1(CCCCC1)O3,-7.292042255401611
CCn1c(C(=O)Nc2ccc(C(F)(F)F)cc2)cc2cc(NC(=O)CC(C)(C)C)ccc21,-7.630224704742432
COCCNC(=O)c1ccc(CC2CC[NH+](Cc3ccc(C#N)cc3)CC2)cc1,-7.803244590759277
O=C(c1cc(-c2cccs2)[nH]n1)N1CCC[N@H+]([C@H]2CCN(CC3CC3)C2=O)CC1,-9.785907745361328
COc1ccc(CNC(=O)c2oc3c(c2C)-c2nc(C)sc2CC3)cc1,-7.936855792999268
O=C(NC1CCCCC1)c1ccc2c(c1)nc1n2CCN(C2CCCCC2)C1=O,-8.007389068603516
CC1CCN(C(=O)C2CCN(c3nc4ccccc4[nH]3)CC2)CC1,-8.753597259521484
O=C(NC1CCN(c2ccccc2C(=O)N2CC[NH+](C3CCCCCC3)CC2)CC1)c1ccc(Br)cc1,-7.933302879333496
Cc1ccc(-n2c(N3CCCC3)nc3cc(C(=O)Nc4ccc(F)c(C)c4)ccc3c2=O)cc1,-7.83543586730957
CNC(=O)COC[C@@H]1CN(C(=O)C2CCCCC2)C[C@H]1c1ccccn1,-8.386397361755371
COCCNC(=O)C(=O)NCc1n[nH]c(=O)c2ccccc12,-8.233556747436523
CCC(CC)C(=O)Nc1ccc2c(c1)N(C(C)=O)CCC2,-8.096488952636719
C[C@H](CCc1ccccc1)NC(=O)c1ccc2c(c1)N(Cc1ccccc1F)C(=O)c1ccccc1S2,-8.869230270385742
C[C@H](C1CC1)n1nccc1NC(=O)c1ccc(Cl)cc1,-7.539506435394287
O=C(NC1CCCC1)c1ccc2c(c1)N(Cc1ccccc1)C(=O)c1ccccc1S2(=O)=O,-8.585948944091797
CO[C@H]1C(=O)N(CC2CC2)C12CCN(C(=O)Cc1c[nH]c3ccccc13)CC2,-8.559761047363281
Cc1ccc(C(=O)N2CCC3(CC[C@H]3OCC(N)=O)CC2)cn1,-7.629818916320801
Cc1ccccc1CSCCC(=O)NCCC1=CCCCC1,-8.214468955993652
Cc1c[nH+]c(C2CC2)n1CCNC(=O)[C@@H]1CCOC1,-8.055073738098145
C[C@@]1(C(=O)N2CCc3ccccc3C2)CCCCC(=O)N1,-7.181674957275391
CC(C)CNC(=O)NCCn1nnc2cc(C(=O)N(C)C)ccc21,-8.49753475189209
CC(C)NC(=O)N(C)CC(=O)N1N=C(c2cccs2)C[C@@H]1c1ccccc1Cl,-9.163154602050781
Cc1ccc(-c2cc(N3CCOCC3)c3cc(NC(=O)NC4CCCCC4)ccc3n2)cc1,-8.066039085388184
CN(C)C(=O)[C@H]1CN(C(=O)Nc2cccc(Cl)c2)CC12CCOCC2,-7.697803974151611
O=C(NCCC1=CCCCC1)c1nnc(Cc2cccc(Cl)c2)o1,-9.070948600769043
O=C(N[C@@H]1CN(C(=O)CC2CCCCC2)CC[C@@H]1CO)C1CC1,-6.588968753814697
COc1cccc(NC(=O)c2ccc(Nc3cc(-c4cccc(F)c4)ncn3)cc2)c1,-8.66663932800293
O=C(Cc1ccc(-n2c(=O)c3ccccc3n(Cc3ccc(Cl)cc3)c2=O)cc1)NC1CCCCC1,-7.170557975769043
CCCC[C@]1(C)Nc2ccccc2-c2[nH+]c3ccccc3n21,-7.1102166175842285
CC(C)CC[NH2+][C@H](C(=O)[O-])c1c[nH]c2ccccc12,-9.16944694519043
CCN1C(=O)N[C@H](c2ccc(Cl)cc2Cl)C2=C1CN(CCC(=O)N1CCN(CCOC)CC1)C2=O,-7.239090919494629
COC[C@@H]1CN(C(=O)CCc2ccccc2OC)C[C@H]1C(N)=O,-8.626819610595703
O=C(Cc1csc(NC(=O)Nc2ccccc2)n1)NCCc1c[nH]c2ccccc12,-9.013989448547363
Cn1c(CCNC(=O)c2cccc(F)c2)[nH+]c2cc(NC(=O)Nc3ccccc3)ccc21,-8.013872146606445
Cc1nc2c(-c3ccccc3)c(C)nn2c(C)c1CC(=O)N1CCC(C(N)=O)CC1,-8.439467430114746
CN(C)c1ccc([C@H]2NC(=S)NC3=C2N2CCC3CC2)cc1,-7.861461639404297
O=C(NCC1CC1)[C@@H]1CC(F)(F)CN1C1CN(C(=O)c2ccccc2)C1,-8.450813293457031
O=C(CCCCn1c([O-])c2sccc2nc1=S)NC1CCCCC1,-7.877016067504883
Cc1ccccc1CC(=O)NCCN1CC[C@H]([NH+](C)C)C1=O,-7.033648490905762
CCOC(=O)[C@@H](C)NC(=O)N1CCC(CC(=O)N2CCCCC2)CC1,-6.671442031860352
C[C@@]1(c2noc(C3CCOCC3)n2)CCCN(C(=O)c2ccc3cc[nH]c3c2)C1,-7.995392799377441
O=C(CCC1CCCCC1)Nc1ccc(-c2cn3cccnc3n2)cc1,-8.241004943847656
O=C(c1ccc2[nH]ccc2c1)N1CCC[C@H](CCc2noc(C3CCOCC3)n2)C1,-9.545504570007324
O=C(N[C@@H]1CCN(c2cc(-c3cccs3)[nH]n2)C1)c1ccc2nc[nH]c2c1,-9.278786659240723
COc1ccc2cc(C(=O)N3CC[C@H](n4c(C)c[nH+]c4C4CCC4)C3)[nH]c2c1,-7.284813404083252
O=C(c1ccccc1)N1C[C@@H]2C[N@H+](Cc3ccncc3)C[C@]2(CO)C1,-8.067987442016602
CC(C)c1cc([C@@H]2CCC[N@@H+]2Cc2c[nH]nc2-c2cccc(Br)c2)no1,-9.026721954345703
