Smiles,gatscore
C=CCc1cccc(/C=N/Nc2nc(SCC(=O)NC3C4CC5CC(C4)CC3C5)n[nH]2)c1O,-8.435562133789062
CC(C)=CCC/C(=C/CC[C@@]1(C)Oc2c(c(O)cc3c2CN([C@@H](CCC(=O)[O-])C(=O)[O-])C3=O)C[C@@H]1O)CO,-7.273660182952881
CCNC(=O)c1ccc(NCC(=O)c2[nH]c(C)c(C(=O)OCC)c2C)c(C)c1,-7.138323783874512
O=S(=O)(Nc1ccc(CC[NH2+]CC(O)c2cccnc2)cc1)c1ccc2ccccc2c1,-9.002056121826172
CCN(CC)c1ccc(CNC(=O)NCC(=O)Nc2c(C)cc(C)cc2C)c[nH+]1,-7.444990634918213
COc1ccc(OCC(O)C[NH2+]CCc2ccc(NS(=O)(=O)c3ccc(I)cc3)cc2)cc1,-8.343074798583984
CC(C)CCNC(=O)C(c1ccco1)N(C(=O)c1snc(C(N)=O)c1N)c1ccc(C(C)C)cc1,-7.826765060424805
CCOc1ccc2nc(NCCNC(=S)Nc3cccc(Cl)c3)c(C#N)cc2c1,-7.432010173797607
C/C=C/CC(C)C(OC(C)=O)C(C(=O)CCCCCCC(=O)C(NC(=O)C(CC(C)C)NC)C(C)C)N(C)C,-7.223745822906494
Nc1nc(C2CC3CCC2O3)nc2sc3c(c12)CCCC3,-7.235347270965576
CCS(=O)(=O)CCCC(N[NH3+])c1cccc(Br)c1Cl,-6.677204608917236
CCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[NH3+])OC,-4.838369846343994
CCCC(C(=O)NC(C)(C)C)N(Cc1ccc(F)cc1)C(=O)c1snc(C(N)=O)c1N,-7.404583930969238
CC[NH+]1CCc2c(sc(NC(=S)[N-]C(=O)/C=C/c3ccc(Br)cc3)c2C(N)=O)C1,-6.8777875900268555
CCC(C)c1ccc(NC(=O)CSC2NNC(c3cc(-c4ccc(C)cc4)n[nH]3)N2N)cc1,-8.905776977539062
CC(C)CC1NNC(NC(=O)C2CC(=O)N(CCC3=c4cc(F)ccc4=NC3)C2)S1,-8.092336654663086
CSc1cccc(N2C(=O)C(CC(=O)Nc3ccc(Br)cc3)N(CCCN3CC[NH+](C)CC3)C2=S)c1,-6.492011070251465
Cc1cc(C)cc(OCc2nnc(SCC(=O)NC(c3ccc(F)cc3)c3cccs3)n2N)c1,-8.976573944091797
NC(=O)NC(=O)COC(=O)c1ccc(Oc2ccc(C(=O)OCC(=O)NC(N)=O)cc2)cc1,-9.321179389953613
Cc1ccc(-c2nc(N)sc2CC(=O)OCC(=O)NCc2cccs2)cc1,-8.890117645263672
CCCCCCN(C)C(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CC[NH2+]CC(O)COc3ccc(O)cc3)cc2)cc1,-8.019305229187012
[NH3+]CC(Nc1ccc(F)cc1)c1cc(Br)cs1,-7.526722431182861
Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1Nc1nc[nH+]c(N(C)C2CC[NH+](C)CC2)c1N,-6.963298320770264
O=C(CNc1ccccc1C(=O)NCC1CCCO1)Nc1ccccc1C(=O)NC1CCCC1,-7.841559886932373
Cc1cc(C)cc(NC(=S)Nc2cc(C(=O)NC3CC3)ccc2N2CC3CC(C2)c2cccc(=O)n2C3)c1,-8.06263542175293
NC(=O)NC(CC(=O)OCC(=O)Nc1sc2c(c1C(N)=O)CCC2)c1cccc(Oc2ccccc2)c1,-8.66844654083252
Cc1sc(NC(=O)c2ccco2)c(C(Nc2cccc[nH+]2)c2ccc(OC(F)F)cc2)c1C,-8.175777435302734
COC(=O)c1ccc(NC(=S)NC(NC(=O)c2ccco2)C(Cl)(Cl)Cl)cc1,-7.896468639373779
CC/[NH+]=C(/NCC(C)(C)c1cccc(F)c1)NCC(C)(O)c1cnn(C)c1,-7.787193775177002
CN(C1CCC([NH2+]Cc2cccc3c2NCC3)CC1)S(=O)(=O)c1ccc(Nc2nccc(Nc3ccc(F)cc3)n2)cc1,-8.833118438720703
CC(C)[NH2+]CC(O)c1ccc(Cl)c(Cl)c1,-7.008038520812988
O=C(NCCC[NH+]1CCC(C(O)c2ccc(Cl)cc2)CC1)C1CCCC1,-7.2088446617126465
C/[NH+]=C(/NCCCCc1ccc([N+](=O)[O-])cc1)NC1CC[NH+](CC2CC2)C1,-8.275495529174805
CC(C)(C)NC(=O)c1cccc(NC(=O)c2ccc(C(=O)Nc3cccc(C(=O)NC(C)(C)C)c3)cc2)c1,-7.911792278289795
C/C(=N\NC(=O)CSc1nc2ccccc2n1Cc1ccccc1Cl)c1ccc(Cl)cc1,-8.511234283447266
CC(C)(O)CNC(=O)C1CCCCC1[NH3+],-7.491715908050537
CCOCCC/[NH+]=C(/NCCSC12CC3CC(CC(C3)C1)C2)Nc1ccc(C(=O)[O-])cc1,-7.040980815887451
CCN(CC)c1ccc(/C=N/NC(=O)CSc2nnc(CCc3ccccc3)n2N)cc1,-7.949246883392334
C=CCOC(=O)C1OC(OC(=O)C2CC3CCCCC3N2C(=O)C(C)NC(CCC)C(=O)OCC)C(O)C(O)C1O,-7.018653869628906
Cc1cccc(C)c1NC(=O)CN(CC(=O)Nc1c(C)cccc1C)Cc1cc(C#N)ccc1F,-7.3384013175964355
N/C(=N/C(=[NH2+])Nc1ccc(Cl)cc1)NCCCCCCN/C(N)=[NH+]/C(N)=N/c1ccc(Cl)cc1,-8.702316284179688
CCCCCn1c(SCC(=O)Nc2ccccc2Cl)nc2cc(C(=O)NCc3ccco3)ccc2c1=O,-7.761180877685547
COc1ccc(CCNC(=O)CSc2n[nH]c(N/N=C(/C)c3ccncc3)n2)cc1,-8.907508850097656
O=C(Cn1c(COc2ccccc2)nc2ccccc21)NC(c1ccccc1)c1ccc2[nH+]c[nH]c2c1,-8.395203590393066
CCCCCCCCC(=O)N1CCc2cc(S(=O)(=O)Nc3ccccc3)ccc21,-6.992348670959473
COC(=O)c1cc(NC(=S)N/C(=N/c2nc(C)cc(C)n2)NCc2cccs2)cc(C(=O)OC)c1,-8.609691619873047
NC(=O)C1CCC[NH+](CCCNS(=O)(=O)c2ccc(F)c(C(F)(F)F)c2)C1,-7.913090229034424
CC(C)CNC(=O)C(C)[NH2+]C1CCCC1(C)C,-7.284479141235352
CCOc1cc(/C=C(/C#N)c2nc3ccccc3[nH]2)ccc1OCC(=O)Nc1cccc(C(F)(F)F)c1,-7.970770359039307
O=C(CCC1CNC(=O)C2CC(NCc3ccc(OC(F)(F)F)cc3)C[NH+]12)NCc1cccs1,-9.078777313232422
NC(=[NH2+])c1cccnc1-n1ccc(C(F)(F)F)n1,-8.650398254394531
CCc1ccc(C([NH3+])CC2(CC(N)=O)CCCCC2)s1,-7.000561237335205
C#CC1(O)CCC2C3CCC4=C/C(=N\OCC(=O)NC(C(=O)NC(CC(=O)[O-])C(=O)[O-])C(C)C)CCC4(C)C3CCC21C,-6.578958988189697
O=C(CCC1CNC(=O)C2CC([NH2+]Cc3ccc(CO)o3)CN12)Nc1ccccc1,-8.180377006530762
C/[NH+]=C(/NCCS(=O)(=O)NCC1CCC1)NCC(C)c1cccs1,-8.200721740722656
CCCC[NH+](CCCC)CCCN1C(=O)C(O)=C(C(=O)c2ccc(Cl)cc2)C1c1ccc(O)c(OC)c1,-7.010172367095947
CCCCCCCCNC(=O)N1CCc2cc(S(=O)(=O)Nc3ccccc3)ccc21,-7.233109951019287
CNC(=O)c1ccc(C[NH+](C)CC(=O)Nc2ccccc2C(=O)NC2CC2)cc1,-8.709774017333984
O=C(Nc1ccccc1C(=O)NC(Cc1ccccc1)C(=O)NCCCn1cc[nH+]c1)c1ccccc1,-8.324460983276367
Cc1ccc(-c2[nH]ncc2C[NH2+]Cc2ccccc2-c2ccc(C[NH+](C)C)cc2)cc1,-8.95300579071045
CCOC(=O)c1c(NC(=O)C(CC)n2c(N)nnc2SCc2ccccc2)sc2c1CCCC2,-7.581201076507568
O=C(CCCCCCCCC(=O)N/N=C/c1cc(Br)cc(Br)c1O)N/N=C/c1cc(Br)cc(Br)c1[O-],-6.203989505767822
CC1=C(C(=O)Nc2ccccc2)C(c2cccs2)C(C#N)=C(SCC(=O)Nc2cccc(Br)c2)N1,-7.279444217681885
CC1=C(C(=O)Nc2ccccc2)C(c2cccs2)C(C#N)=C(SCC(=O)Nc2ccc(Cl)c(Cl)c2)N1,-7.251669406890869
Cc1ccc(-c2n[nH]c3c2C(c2ccc(OCCC(C)C)cc2)N(CC(C)C)C3=O)cc1,-7.688948631286621
CCN(CC)C(=O)c1sc(NC(=S)Nc2ccc(C[NH+]3CCCCC3)cc2)c(C(=O)OC)c1C,-7.063590049743652
CCC([NH3+])C(c1ccc(Cl)s1)N(CC(N)=O)CC(C)C,-6.563892364501953
CCNc1nc(NCC)nc(NNC(=S)NCC2CCS(=O)(=O)C2)n1,-7.366844654083252
CC(C)(C)C(CC[NH3+])CCC(=O)NCC1(O)CCCC1,-7.265772342681885
COC(=O)c1ccc(OCC2NOC(C(=O)NCCC3=c4cc(F)ccc4=NC3)N2)cc1,-8.276655197143555
O=C(NC(Cc1ccccc1)C(=O)NNC(=S)NCc1ccccc1)c1ccc(Cl)cc1,-8.545534133911133
CCOc1cc(C(=O)NC(=S)Nc2sc3c(c2C(N)=O)CCC3)cc(OCC)c1OCC,-7.464241981506348
CCC(C)C(NC(N)=O)C(=O)NCC(C)N1CCN(c2ccccc2)CC1,-6.951283931732178
Nc1c(NNC(=O)C(c2ccccc2)c2ccccc2)ncnc1N(Cc1ccccc1)Cc1ccccc1,-8.378711700439453
CS(=O)(=O)Nc1ccc(OCC2CN(c3ccccc3)CC[NH2+]2)cc1,-8.769887924194336
Nc1c(NNC(=O)c2ccco2)ncnc1N1CCN(C(c2ccccc2)c2ccccc2)CC1,-7.774794101715088
CC1=CC(CNC(=O)COCC(=O)[O-])C(C(C)C)CC1Cc1nc2ccccc2[nH]1,-7.508293628692627
O=C(CCC1NNC(C(=O)Nc2ccccc2)S1)NCCC1=c2ccccc2=NC1,-8.194679260253906
COc1ccc(S(=O)(=O)NC2CC2)cc1NCC(=O)NCC(F)(F)F,-8.013251304626465
COCCN(Cc1[nH]cc(-c2cccc(Br)c2)[nH+]1)C(C)C(N)=O,-7.8629279136657715
[NH2+]=C(NCc1cc(F)ccc1Br)Nc1ccccc1,-8.279336929321289
O=C(CSc1nc2ccccc2n1Cc1ccc(Cl)cc1)N/N=C\C=C/c1ccccc1,-8.575860977172852
CCOc1cc(C(=O)NNC(=O)CNC(=O)CNC(=O)c2ccco2)cc(OCC)c1OCC,-7.825357437133789
CC(C(=O)Nc1sc2c(c1C(N)=O)CCC2)N1CC[NH+](CC(=O)Nc2cccc(F)c2)CC1,-8.065234184265137
O=C(CSc1n[nH]c(N/N=C/c2cc([N+](=O)[O-])ccc2[O-])n1)NNC(=O)c1ccc(Cl)cc1,-7.931028842926025
NNC(c1ccc(OC2CC2)cc1)c1ccc(Br)s1,-8.508689880371094
C=CCOc1ccc(C(=O)C2=C([O-])C(=O)N(CC[NH+](C)C)C2c2ccc(OCCCCC)c(OC)c2)cc1C,-7.267741680145264
Cc1ccsc1C(C[NH3+])N(CC(N)=O)CC(C)C,-6.822449207305908
NC(=O)C(CNC(=O)NCC1Cc2ccccc2O1)Cc1ccc(F)cc1,-8.798196792602539
CCSc1nnc([N-]C(=O)CSc2n[nH]c(N/N=C(/C)c3ccncc3)n2)s1,-7.785555362701416
CCOC(=O)c1c(NC(=O)CSc2nnc(CNc3ccc(OC)cc3)n2N)sc2c1CCC2,-7.930582523345947
CC(C(=O)Nc1sc2c(c1C(N)=O)CCC2)N(C)Cc1ccccc1N1CCCC1,-7.891435146331787
CCc1nc(-c2ccc(F)cn2)nc(N)c1Br,-6.609120845794678
[NH3+]C1CCCC1C(=O)Nc1ccccc1SCC(F)(F)F,-7.85949182510376
CCCCCCOc1ccc(C2c3c(-c4c(C)cc(C)cc4O)n[nH]c3C(=O)N2CC2CCCO2)cc1OC,-7.3976545333862305
CC(C)CN(C(=O)CN(C)Cc1ccccc1)c1c(N)n(CC(C)C)c(=O)[nH]c1=O,-6.693020343780518
CCCn1c(CNc2cc(C(N)=O)ccc2C)[nH+]c2cc(S(=O)(=O)N(C)C)ccc21,-7.351045608520508
COc1ccc(-c2nnc(SCC(=O)NC(c3ccc(C)cc3)c3cccs3)n2N)cc1OC,-8.857553482055664
