Smiles,docking score,gcnscore,SVMscore,XGBscore,gatscore,LGBMscore,RFscore,DNNscore,Ridgescore,mean,std
Br/C=C/Br,-2.009,-2.4630348682403564,-2.165092121969293,-2.479174,-1.9875036478042605,-1.9083116151086887,-3.610826208209039,-2.612899780273437,-2.5413929127894965,-2.4710293942993213,0.5302817736610838
BrC(Br)Br,-2.031,-3.0098705291748047,-2.292067369443038,-2.9729042,-2.144038677215576,-2.984973516590241,-3.610826208209039,-2.875087261199951,-3.0000300245851306,-2.8612247233022226,0.45818571264566876
BrC(Br)C(Br)(Br)Br,-1.907,-2.722495079040528,-2.710275195705056,-3.0031347,-3.090219736099243,-3.207230968782447,-3.610826208209039,-3.54846715927124,-3.3441354182697647,-3.154598058172165,0.3408378616933476
BrC(Br)C(Br)Br,-2.064,-3.329188346862793,-2.6964919718846434,-2.9625556,-2.741526365280152,-2.9256435500904354,-3.610826208209039,-3.2313966751098637,-2.9734215230612007,-3.0588812800622662,0.3102637420945708
BrC/C=C\CBr,-2.211,-2.3802642822265625,-2.4017949959962426,-2.2245352,-2.7122085094451904,-2.106780681844939,-3.610826208209039,-2.370359420776367,-2.5254937747008674,-2.5415328841499005,0.46860084111563366
BrCBr,-1.557,-2.910168170928955,-2.598055064851971,-2.4159951,-1.811323285102844,-2.193208638791839,-3.610826208209039,-3.0494422912597656,-2.7557935773428994,-2.6681015420609144,0.5514258306940688
BrCC(Br)(Br)Br,-2.173,-3.0010688304901123,-2.982213681921033,-2.7914631,-2.861122131347656,-2.488901333181439,-3.610826208209039,-3.7181921005249023,-3.184651308726909,-3.0798048368001365,0.4134123164397489
BrCC(Br)C1CCC(Br)C(Br)C1,-3.187,-3.964080572128296,-4.173892550373497,-3.790762,-3.36718487739563,-3.345262833149092,-3.610826208209039,-3.623884677886963,-3.5058723511270085,-3.672720758783691,0.28899644025184823
BrCC(Br)CBr,-2.649,-3.007467746734619,-3.4612335093975206,-3.4395058,-2.6613826751708984,-3.1010981079085727,-3.965529550827423,-4.066262722015381,-3.359836301076137,-3.382789551641319,0.4716631559022832
BrCC(Br)c1ccccc1,-3.441,-4.099743366241455,-4.241801170680287,-3.889873,-3.6717023849487305,-3.968463267807533,-4.036309211844372,-4.226430892944336,-4.076304931682428,-4.0263285282686425,0.18600484265712489
BrCC1CO1,-2.024,-2.566238641738892,-3.5474255798558083,-2.8468003,-1.92535412311554,-2.444038886018804,-3.610826208209039,-4.348133563995361,-3.254152313882049,-3.0678712021019368,0.7740030003175914
BrCCBr,-1.974,-2.5901942253112797,-2.6089428425702823,-2.409329,-1.936617493629456,-2.193208638791839,-3.610826208209039,-2.7583203315734863,-2.732945948369398,-2.6050480860568475,0.4937311051864566
BrCCC(Br)Br,-2.289,-3.242151260375977,-3.2743085261950933,-3.2473176,-2.813193321228028,-3.1010981079085727,-3.610826208209039,-3.561761379241944,-3.2888220287610874,-3.2674348039899677,0.25074108200365947
BrCCCBr,-2.536,-2.5296809673309326,-2.764765907066014,-2.485842,-2.359718084335327,-2.298941895070543,-3.610826208209039,-3.363998889923096,-3.023632769336162,-2.8046758401588896,0.4845155245770822
BrCCCCBr,-2.616,-2.5014092922210693,-2.559737975708231,-2.5214372,-2.628875732421875,-2.298941895070543,-3.610826208209039,-2.994678020477295,-2.985802773682985,-2.7627136372238796,0.41808430175085626
BrCCCCCBr,-2.665,-2.487161159515381,-2.6502796585884987,-2.5214372,-2.837226152420044,-2.323010601243297,-3.610826208209039,-3.634830474853516,-2.9283624705819093,-2.8741417406764604,0.5005237586875033
BrC[C@@H](Br)[C@@H]1CC[C@@H](Br)[C@@H](Br)C1,-3.324,-3.518000364303589,-4.173892550373497,-3.790762,-3.600487232208252,-3.345262833149092,-3.610826208209039,-3.623884677886963,-3.5058723511270085,-3.6461235271571804,0.24781521418991298
BrC[C@H]1CO1,-2.446,-2.5003604888916016,-3.5474255798558083,-2.8468003,-1.970754861831665,-2.444038886018804,-3.610826208209039,-4.348133563995361,-3.254152313882049,-3.065311525335541,0.7711090591986688
BrCc1c2cccc3ccc4cc5cccc6ccc1c(c65)c4c32,-2.942,-5.2549896240234375,-4.110600725764615,-3.6342292,-3.4572970867156982,-3.549007115361454,-3.610826208209039,-4.2423624992370605,-3.997607831641028,-3.982115036369042,0.5887739509827489
BrCc1c2ccccc2c2ccc3cccc4ccc1c2c43,-3.209,-4.985175132751465,-3.932857593996149,-3.673991,-3.48235297203064,-3.670177929811336,-3.610826208209039,-4.156593322753906,-3.691954401229336,-3.900491070097734,0.4854680568178636
BrCc1c2ccccc2cc2c1ccc1ccccc12,-3.187,-4.939802646636963,-3.8726341456051054,-3.6894033,-3.5773329734802246,-3.683914406158426,-3.610826208209039,-4.188933372497559,-3.837951205044608,-3.925099782203991,0.45403121885793485
BrCc1c2ccccc2cc2ccc3ccccc3c12,-3.271,-4.852939128875732,-4.173591452226991,-3.7622137,-3.574894905090332,-3.6582136837291097,-5.249958122255994,-4.387876987457275,-3.870100584990067,-4.191223570578187,0.603430643817339
BrCc1c2ccccc2cc2ccccc12,-3.697,-4.593420505523682,-4.020517223529002,-3.9093134,-3.6677746772766113,-3.69880800434856,-3.610826208209039,-4.253878593444824,-4.01644483453863,-3.9713729308587933,0.33198712020382315
BrCc1cc2c3c(cccc3c1)-c1ccccc1-2,-4.264,-4.810873508453369,-3.7915423784819926,-3.6029377,-3.5710034370422363,-3.406264605066802,-3.610826208209039,-4.180182456970215,-3.41249438877812,-3.798265585375222,0.47789707138517995
BrCc1ccc(Br)cc1,-3.221,-3.888515949249268,-3.962890752667128,-3.764792,-3.653560161590576,-3.512148058052273,-3.610826208209039,-4.662555694580078,-3.869269811979892,-3.8655698295410317,0.35659171868296957
BrCc1ccc(CBr)cc1,-3.66,-3.9781479835510254,-3.770321053163217,-3.764792,-3.6425681114196777,-3.512148058052273,-3.610826208209039,-4.578593254089356,-3.750924812965927,-3.8260401851813146,0.33391156016011114
BrCc1ccc2c(c1)-c1cccc3cccc-2c13,-3.297,-4.743680953979492,-3.770599599142815,-3.8225305,-3.537267208099365,-3.408745879620945,-3.610826208209039,-4.248132705688477,-3.571137491637828,-3.8391150682972452,0.4457356425308668
BrCc1ccc2c3c(cccc13)-c1ccccc1-2,-3.468,-4.81973123550415,-3.8155420035376495,-3.8926468,-3.531965494155884,-3.587154318266487,-3.610826208209039,-4.454224586486816,-3.497186411629972,-3.90115963222375,0.4839493759645767
BrCc1ccc2cccc3c2c1-c1ccccc1-3,-3.718,-4.7148966789245605,-4.034984804113104,-3.5402434,-3.53808069229126,-3.455066242023168,-3.610826208209039,-4.353693008422852,-3.523518971384421,-3.8464137506710507,0.47039175829573615
BrCc1cccc(CBr)c1,-3.763,-4.280226230621338,-4.054403594714224,-4.0624666,-3.708845615386963,-3.512148058052273,-3.610826208209039,-4.411346912384033,-3.648938812804946,-3.911150254021602,0.3357105941814048
BrCc1cccc2c1-c1cccc3cccc-2c13,-3.872,-4.562946319580078,-3.7623080948789913,-3.5873287,-3.5260634422302246,-3.445583270495085,-3.610826208209039,-4.051212310791016,-3.4969124014324944,-3.755397593452116,0.37876316527649545
BrCc1ccccc1,-2.775,-3.9450411796569824,-4.072524185029111,-3.898541,-3.5464513301849365,-3.760390817070973,-4.036309211844372,-4.4845170974731445,-3.9129240694251695,-3.957087361335586,0.27008425994769397
BrCc1ccccc1CBr,-3.04,-4.234377384185791,-3.779716438431051,-3.6782393,-3.7333502769470215,-3.4187891844407563,-3.610826208209039,-4.264777183532715,-3.6631738164342864,-3.797906224022583,0.2986100087951475
Br[C@@H]1CC[C@H](Br)[C@H](Br)CC[C@@H](Br)[C@@H](Br)CC[C@H]1Br,-3.034,-3.949203968048096,-2.9337696884437894,-2.6807745,-3.9141862392425537,-2.3387679053324844,-3.610826208209039,-3.213540554046631,-2.828981439856657,-3.183756312897407,0.5925813292644851
Brc1c(Br)c(Br)c(Br)c(Br)c1Br,-2.183,-3.2065343856811523,-2.646513633780597,-2.9163492,-3.691986083984375,-2.7779203408894606,-3.610826208209039,-3.641425132751465,-3.0456370251501927,-3.192149001305785,0.41300610879836247
Brc1c2ccccc2cc2c1ccc1ccccc12,-2.951,-4.38604736328125,-3.671918722456048,-3.7261658,-3.5983400344848637,-3.586155646254288,-3.610826208209039,-3.9456305503845215,-3.5327397762117085,-3.757228012660215,0.2842261244637047
Brc1cc(Br)c(-c2c(Br)cc(Br)cc2Br)c(Br)c1,-3.337,-4.145254135131836,-3.5242923047304444,-3.4680727,-3.5209169387817383,-3.128665567448979,-3.610826208209039,-4.221915245056152,-3.54655763351189,-3.6458125916087605,0.3628872974040542
Brc1cc(Br)c(OCCOc2c(Br)cc(Br)cc2Br)c(Br)c1,-2.691,-4.021653175354004,-3.73020877784755,-4.151682,-3.473351240158081,-3.368663588862152,-3.610826208209039,-4.437744140625,-4.014432796267418,-3.851070240915406,0.3660702638053209
Brc1ccc(-c2ccccc2)cc1,-3.761,-4.301225185394287,-3.3717853709533543,-3.4121444,-3.669078826904297,-3.3621149693220853,-4.036309211844372,-3.8241138458251953,-3.762497387770015,-3.7174086497517007,0.33746309705366767
Brc1ccc(CN2C3c4ccccc4-c4ccccc4C32)cc1,-3.874,-4.941680908203125,-4.061161993100487,-3.521572,-3.7610983848571777,-3.925446636361421,-3.610826208209039,-4.411894798278809,-3.4981491381466534,-3.9664787583945893,0.4994293490295923
Brc1ccc(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,-3.667,-4.023556709289551,-4.448327316613899,-4.4465523,-3.512556552886963,-2.938189494633195,-3.610826208209039,-4.878926753997803,-4.112119048969751,-3.996381798075025,0.6213393770857785
Brc1ccc2c(c1)C1OC1C1CCCCC21,-3.648,-4.06361198425293,-4.393220733398329,-3.8421745,-3.580587387084961,-3.7101011478159296,-3.610826208209039,-4.790788650512695,-4.286202332525778,-4.034689117974958,0.4297198802588599
Brc1ccc2c(c1)C=CC1CCCCC21,-3.907,-4.034040927886963,-4.0008127046728585,-3.8709702,-3.5540807247161865,-3.268155271834788,-4.449354550827422,-4.503321647644043,-4.038351798656668,-3.9648859782798667,0.41388541174493476
Brc1cccc(-c2ccccc2)c1,-3.437,-4.521287441253662,-3.915100011783548,-3.5221262,-3.702416181564331,-3.34333626726196,-4.036309211844372,-4.030124664306641,-3.741672613718014,-3.8515465739665657,0.3624769736887156
Brc1cccc2cc3c(ccc4ccccc43)cc12,-3.198,-4.77151346206665,-3.727647725850712,-3.685028,-3.577014923095703,-3.465561537954652,-3.610826208209039,-4.159646034240723,-3.4404290127028734,-3.8047083630150444,0.45009668606483133
Brc1ccccc1,-2.509,-3.684658050537109,-3.3781542779159786,-3.3871882,-3.5084872245788574,-3.2734852288204714,-4.036309211844372,-3.854498863220215,-3.5654588131288643,-3.5860299837557337,0.2595119205879844
Brc1ccccc1-c1ccccc1,-3.312,-4.506434917449951,-3.781907777332672,-3.928902,-3.703599214553833,-3.837761580386982,-4.036309211844372,-4.243098258972168,-3.622721446941599,-3.957591800935197,0.2955954729526458
C#CC(OC(=O)NC1CCCCC1)(c1ccccc1)c1ccc(C)c(C)c1,-3.647,-4.045712947845459,-4.03942258663651,-3.9388916,-3.2456297874450684,-3.500106184424556,-4.036309211844372,-4.009924411773682,-3.432314213703621,-3.7810388679591584,0.3309031970982797
C#CC(OC(=O)NC1CCCCC1)(c1ccccc1)c1ccccc1,-2.866,-4.178195953369141,-3.7888720273158647,-3.6860125,-3.3133580684661865,-3.531187101372459,-4.036309211844372,-4.15126371383667,-3.2793221197672606,-3.7455650869964945,0.35694303712567493
C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3CCC21C,-3.851,-3.5534517765045166,-3.765992312768713,-2.786409,-3.3823471069335938,-3.846196284021187,-4.198296657381617,-2.823345184326172,-2.2138750590832776,-3.3212391726273847,0.6612184689939518
C#CC1(O)CCC2C3CCC4=C(CCC(=O)C4)C3CCC21C,-3.959,-3.722538948059082,-2.8595390429821173,-2.4369717,-3.4449970722198486,-3.5912880537921485,-4.198296657381617,-2.537797212600708,-2.5546250599399456,-3.168256718371933,0.6576863323302301
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,-4.628,-4.046481132507324,-3.5448957545352924,-2.9800231,-3.370836973190308,-3.846196284021187,-4.198296657381617,-2.270763397216797,-2.0097362210098795,-3.2834036899828005,0.80638376846067
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC,-3.418,-4.01228666305542,-3.887021607756023,-3.327588,-3.251167297363281,-3.927382506614332,-4.198296657381617,-2.316140651702881,-2.570389916281397,-3.4362841625193687,0.6976860930518025
C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,-4.075,-5.3445563316345215,-3.8424817637591295,-3.2175303,-3.9941835403442383,-4.013588003487217,-4.225958122255994,-3.216725349426269,-2.7920755220141737,-3.830887366615193,0.7873995313458939
C#CC1(O)CCC2C3CCc4cc(OC)ccc4C3CCC21C,-3.794,-4.559595584869385,-3.6020849542555817,-2.8055632,-3.481288433074951,-3.19500900952984,-4.225958122255994,-2.719886779785156,-2.397701704516983,-3.373385973535986,0.749397920984173
C#CC1(OC(=O)CCCCCC)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,-3.185,-3.860888719558716,-3.3366634113728915,-2.9926345,-2.527939796447754,-2.3699716700345967,-4.198296657381617,-2.1485342979431152,-1.4211690524601444,-2.857012263149854,0.9230658823114785
C#CC1(OC(C)=O)CCC2C3CCC4=C(CCC(=O)C4)C3CCC21C,-1.919,-3.288600206375122,-2.0192263470395657,-2.104198,-2.910558223724365,-2.454395676380581,-4.198296657381617,-1.966654181480408,-2.218971143875203,-2.6451125545321075,0.7800655569701765
C#CC1(OC(C)=O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-3.36,-3.390830039978028,-3.1975284411058382,-3.1992435,-2.6254165172576904,-2.6503504697563423,-4.198296657381617,-2.667274475097656,-1.9319070958970168,-2.9826058995592737,0.6739069801217431
C#CCBr,-1.539,-2.3630521297454834,-1.6393155139075186,-1.7189456,-1.779938578605652,-2.1267595991121238,-3.610826208209039,-1.6631728410720823,-2.3800709207277797,-2.1602601739224596,0.6603665296523077
