Smiles,docking score,gcnscore,SVMscore,XGBscore,gatscore,LGBMscore,RFscore,DNNscore,Ridgescore,mean,std
Br/C=C/Br,-2.009,-2.169639825820923,-1.7973410042803244,-1.9447498,-2.4869580268859863,-1.92975979612403,-3.411473100429854,-1.916966438293457,-2.120315975329758,-2.2221504958955416,0.5255993594735635
BrC(Br)Br,-2.031,-1.7972898483276367,-2.121125152765248,-2.201777,-2.572227716445923,-2.1618437787924587,-3.411473100429854,-2.9259753227233887,-2.6826556138799145,-2.4842959416705535,0.5195436816364015
BrC(Br)C(Br)(Br)Br,-1.907,-1.8054286241531368,-2.8115400535667168,-2.7908444,-2.4849181175231934,-2.473497465287315,-3.411473100429854,-3.5021796226501465,-3.007207469891016,-2.7858861066876726,0.5481874825352212
BrC(Br)C(Br)Br,-2.064,-1.685095191001892,-2.4049469747762275,-2.2728138,-2.4458701610565186,-2.1618437787924587,-3.776044194179855,-3.119146585464477,-2.6583341261315403,-2.565511851425371,0.63744632469623
BrC/C=C\CBr,-2.211,-2.3080334663391118,-2.311107096917239,-1.8999726,-2.420135021209717,-2.0615898164513258,-3.496469137490512,-2.419893980026245,-2.2847459618947634,-2.4002433850411142,0.47767852653839027
BrCBr,-1.557,-2.0441904067993164,-2.3250965492785163,-2.2505157,-2.945744514465332,-2.1092514842047447,-3.411473100429854,-2.7611398696899414,-2.548833820315217,-2.549530680647865,0.4680818415617108
BrCC(Br)(Br)Br,-2.173,-2.2089953422546387,-2.9635224774304327,-2.532546,-2.9274282455444336,-2.4069420024488526,-3.411473100429854,-3.4520721435546875,-2.9102301576082006,-2.8516511836588876,0.4485206887771443
BrCC(Br)C1CCC(Br)C(Br)C1,-3.187,-4.008181571960449,-3.4241496653668944,-3.4780047,-3.001536130905152,-3.171241357716418,-3.411473100429854,-3.792811155319214,-3.260384323345449,-3.443472750630429,0.3265539701599468
BrCC(Br)CBr,-2.649,-2.290541887283325,-3.2681478572182776,-3.019461,-2.8262650966644287,-2.383536843066881,-3.411473100429854,-3.8482627868652335,-2.905922445189797,-2.994201377089725,0.5186885826086206
BrCC(Br)c1ccccc1,-3.441,-3.238168478012085,-3.946692293072225,-4.0527177,-4.025382995605469,-3.597114799695141,-3.330302527513188,-4.10833740234375,-3.8219309443013336,-3.7650808925678985,0.337937717465781
BrCC1CO1,-2.024,-2.8586795330047607,-3.0467726687012706,-3.0204675,-2.948767900466919,-2.5314350952515112,-3.411473100429854,-3.930042266845703,-2.973933009230277,-3.090196384241287,0.41655748876664134
BrCCBr,-1.974,-2.421325206756592,-2.4676054212749667,-2.3991113,-2.8967323303222656,-2.1092514842047447,-3.411473100429854,-3.06825590133667,-2.5576201664718257,-2.6664218638496147,0.42475989482924364
BrCCC(Br)Br,-2.289,-2.352384567260742,-2.8502917362644844,-2.7508976,-3.042571544647217,-2.404752413644057,-3.411473100429854,-3.240509271621704,-2.888857484362596,-2.867717214778832,0.37023543530403097
BrCCCBr,-2.536,-2.362422466278076,-2.905127557565625,-2.4113412,-2.940634489059448,-2.1821561728042544,-3.411473100429854,-3.644653558731079,-2.6088306241951877,-2.808329896132941,0.5180209921597918
BrCCCCBr,-2.616,-2.2375526428222656,-2.960899458999843,-2.4113412,-3.054329872131348,-2.2144423352039744,-3.411473100429854,-3.835693597793579,-2.648849124808496,-2.84682266652367,0.5797439166572714
BrCCCCCBr,-2.665,-2.2129158973693848,-2.743568294798338,-2.3653543,-2.981503963470459,-1.9945133215561663,-3.411473100429854,-3.706389904022217,-2.5165154145707604,-2.7415292745271476,0.5936541270913481
BrC[C@@H](Br)[C@@H]1CC[C@@H](Br)[C@@H](Br)C1,-3.324,-3.4986894130706787,-3.4241496653668944,-3.4780047,-3.2877535820007324,-3.171241357716418,-3.411473100429854,-3.792811155319214,-3.260384323345449,-3.415563412156155,0.19023456541318765
BrC[C@H]1CO1,-2.446,-2.861910581588745,-3.0467726687012706,-3.0204675,-3.0587759017944336,-2.5314350952515112,-3.411473100429854,-3.930042266845703,-2.973933009230277,-3.1043512654802243,0.41274995730909225
BrCc1c2cccc3ccc4cc5cccc6ccc1c(c65)c4c32,-2.942,-3.4696669578552246,-3.838443103397197,-3.5952315,-3.721254825592041,-3.559670801116696,-3.729976654892968,-3.6490228176116943,-3.8920904733377033,-3.6819196417254405,0.1419864789898651
BrCc1c2ccccc2c2ccc3cccc4ccc1c2c43,-3.209,-3.6698291301727295,-3.689769762737151,-3.5252373,-3.636317729949951,-3.4634043798517555,-3.729976654892968,-4.073941230773926,-3.518486780579108,-3.6633703711196985,0.1906881202699081
BrCc1c2ccccc2cc2c1ccc1ccccc12,-3.187,-3.5478127002716064,-3.5793876081602405,-3.393504,-3.836009979248047,-3.400122722578438,-3.729976654892968,-3.7492752075195312,-3.562254758915956,-3.5997929539483486,0.1612637582070946
BrCc1c2ccccc2cc2ccc3ccccc3c12,-3.271,-3.603687524795532,-3.8800676146354345,-3.4089582,-3.683393239974976,-3.505532633165452,-3.729976654892968,-3.8580944538116455,-3.687218283234954,-3.6696160755638703,0.16176238077799307
