Smiles,gatscore
CC(=O)c1c(O)c2n(c1O)C(C)(C)C1Cc3cccc4[nH]cc(c34)C21,-4.8049139976501465
O=Cc1ccc(O)cc1,-3.3347647190093994
O=[N+]([O-])c1ccc(Nc2ccccc2O)c([N+](=O)[O-])c1,-4.7685136795043945
C=Cc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-3.98282790184021
CC(=O)c1cccc([N+](=O)[O-])c1,-3.2928693294525146
CC(O)C(=O)NCCO,-3.8116767406463623
Oc1ccc(/C=N/n2nnc3c4ccccc4nc-3c2O)cc1,-5.687768936157227
CCOC(=O)CNC(=O)C(C)(C)Br,-3.4883341789245605
COc1ccc(C(=O)Nc2ccccc2)cc1[NH+]([O-])O,-4.883426189422607
CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO,-4.483511924743652
CC1(C)C2CCC3(CO3)C1C2,-2.8722593784332275
COCC(O)Cn1cc([N+](=O)[O-])nc1Cl,-4.574813365936279
C=CCc1ccc(O)c(O)c1,-3.996441125869751
Cc1ccc2c(C)c3ccccc3c(C)c2c1,-4.107424736022949
CN1CCOCC1,-2.636108636856079
CC(=O)NO,-2.7654223442077637
Cc1ccc2c(c1)C(=O)c1ccccc1C2=O,-3.9453940391540527
O=C(n1ccnc1)n1ccnc1,-3.549342393875122
ClC(Cl)=C(Cl)/C(Cl)=C(\Cl)SCc1ccccc1,-4.5503129959106445
CC(C)C(=O)Nc1ccccc1,-3.8253986835479736
O=S1(=O)CCCC1,-2.3000502586364746
C[C@@]12CCC3[C@@](CCC4[C@@]3(C)CCC[C@@]4(C)C(=O)O)(CC1=O)C2,-3.492380380630493
C1CC2(CCO1)CO2,-2.6487374305725098
Fc1cccnc1,-3.5407657623291016
COc1cc(O)c2c(c1)C(=O)c1c(O)c(C)cc(O)c1C2=O,-4.752285003662109
[NH-][NH+]=CC(=O)OCC(N)C(=O)O,-3.8610994815826416
CN(C)CCNC(=O)c1cccc2nc(-c3ccccc3)oc12,-4.935022354125977
CCCCN(C[C@H](O)CC)N=O,-3.743971109390259
C=C(C)C(=O)N[N+](C)(C)CC(C)O,-3.971562623977661
ClCCl,-2.055649995803833
COc1cc([N+](=O)[O-])ccc1N=N[C@H](C(C)=O)C(=O)Nc1ccccc1OC,-5.314688682556152
[O-][NH+](O)c1cccc2c([NH+]([O-])O)cccc12,-4.439244747161865
c1ccc(Nc2ccccc2)cc1,-4.8327531814575195
O=Nc1ccc2ccc3ccc([N+](=O)[O-])c4ccc1c2c34,-4.180336952209473
CCCCOP(=O)(OCCCC)OCCCC,-3.592141628265381
c1ccc2c3c4c(cc5ccccc5c4cc2c1)C1=C3CCCC1,-4.400642395019531
COc1ccc2c(c1)-c1nccc3cc(OC)c(OC)c(c13)C2=O,-4.672848701477051
CC(C)c1cc(N)cc([N+](=O)[O-])c1N,-3.843526601791382
O=C1c2ccc(O)cc2-c2ccc(O)c3cccc1c23,-4.471657752990723
CC(=O)OCc1c2ccccc2c(C)c2c1ccc1ccccc12,-4.4969587326049805
c1ccc2cc(OCC3CO3)ccc2c1,-4.155089855194092
O=C(/C=C/c1ccc([N+](=O)[O-])cc1)c1ccccc1,-4.219227313995361
C=C(C)C(=O)OCCO,-2.87734317779541
NC(CSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)O,-4.382166385650635
CCc1ccccc1N=C(O)c1csc([N+](=O)[O-])c1,-4.429225444793701
N#[N+]c1ccc([N+](=O)[O-])cc1,-3.5277750492095947
CCN(CCCl)CCCNc1c2ccccc2nc2c(OC)cccc12,-4.991757392883301
O=C(OCc1ccc(Cl)cc1)c1cccc2cccnc12,-4.853804111480713
C[C@@H](C#N)CCC#N,-3.3658952713012695
C=C1C(=O)OC2CCN3CC=C(COC(=O)C(C)(O)C(C)C1C)C23,-4.248547077178955
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21,-5.86822509765625
COC(C)(C)C,-2.3250205516815186
CC(=O)c1cccn1[N+](=O)[O-],-3.212519407272339
C1=Cc2c3ccccc3cc3cccc1c23,-4.081223964691162
NC(Cc1ccc(O)c([N+](=O)[O-])c1)C(=O)O,-4.1114654541015625
CN(C=O)N=O,-2.688215494155884
O=[N+]([O-])c1ccc2c3c(cccc13)CC2,-3.5546531677246094
CNC(=O)c1ccccc1,-3.5140650272369385
CCCCOCCCC,-2.8258230686187744
O=C(/C=C/c1ccc([N+](=O)[O-])o1)N/N=C/c1ccc([N+](=O)[O-])o1,-4.887044906616211
