Smiles,gatscore
CCCCN(CC(O)CC)N=O,-3.8461174964904785
CC(=O)OC1C(O)C2OC3CC(C)C(=O)C(=O)C3(CO)C1(C)C21CO1,-4.680765151977539
Cc1ccc(C=O)o1,-3.9667906761169434
Nc1cc([N+](=O)[O-])c(N)cc1F,-4.299307823181152
CCC12OC1O2,-1.8704090118408203
CCCC[NH+]([O-])O,-2.783729076385498
CC1=C[C@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,-4.054818153381348
Cn1c(N)nc2nc3cnccc3cc21,-4.693214416503906
O/N=C/C=N/O,-2.451133966445923
CCC1OC1c1ccccc1,-3.3512744903564453
Cc1ccc2cc3c4c(ccc3c3c2c1CC3)[C@@H](O)[C@H](O)C=C4,-5.221743583679199
O=C1CN(/N=C/c2ccc([NH+]([O-])O)o2)C(=O)N1,-3.5244414806365967
[O-][N+](O)=C=Cc1ccco1,-3.5895309448242188
CC(C)(C)c1cc(C=Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,-3.681917428970337
CC(=O)N(O)c1ccc(C)cc1,-3.2907333374023438
Oc1cc2ccc3cccc4ccc(n1)c2c34,-4.41900634765625
O=[N+]([O-])c1ccc(CCl)cc1,-3.542057752609253
O=C1c2ccc(O)cc2-c2ccc(O)c3cccc1c23,-4.459958553314209
CC(=O)c1ccc([NH+]([O-])O)s1,-3.639962673187256
COc1cc([N+](=O)[O-])ccc1N=C(C)O,-3.3672733306884766
CCCCON(OC(C)=O)C(=O)c1ccc([N+](=O)[O-])cc1,-3.792344570159912
CNP(=O)(N(C)C)N(C)C,-2.610332727432251
Oc1ccc(-c2ccccc2)cc1,-3.667902708053589
O=NN(CCCl)C(=O)NCCO,-4.148833751678467
O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,-2.9516196250915527
O=[N+]([O-])c1cccc2c[nH]nc12,-4.146272659301758
Cn1cnc([NH+]([O-])O)c1Sc1ncnc2[nH]cnc12,-4.217360019683838
C=C1C(=O)OC2CC(C)C3CC(OCC)OC(OCC)C3(C)CC12,-3.0548510551452637
O=CC(Cl)(Cl)Cl,-1.777848243713379
C=CC1(C)CC(O)C2(C)C(CCC3C4(C)CCCC32OC4=O)C1,-3.682394027709961
CNC(=O)Oc1cccc2ccccc12,-3.7765426635742188
COCC(COC(=O)c1ccccc1)(COC(=O)c1ccccc1)COC(=O)c1ccccc1,-3.3463010787963867
Oc1ccc(O)c2ccccc12,-4.250554084777832
[CH2-][N+](C)(C)CCO,-2.6522152423858643
CCOC(=O)/C=C/c1ccc([N+](=O)[O-])o1,-3.2617721557617188
FC(Cl)C(F)(F)F,-1.9994349479675293
O=[N+]([O-])c1ccc(I)c([N+](=O)[O-])c1,-4.236215591430664
O=NN(CC1(O)CCC(O)C(O)C1O)C(Cc1ccccc1)C(=O)O,-6.774259567260742
Cc1ccc(NC(=O)N(C)C)cc1Cl,-3.594799280166626
O=P1(Oc2ccccc2)OCc2ccccc2O1,-3.5453360080718994
Cc1cc(N(CCO)CCO)ccc1N=Nc1ccc(N)cc1,-5.863703727722168
C/C=C1\CC(C)C(C)(O)C(=O)OCC2=CCN3CCC(OC1=O)C23,-3.7255325317382812
Cc1ccc([N+](=O)[O-])cc1,-3.498274564743042
Oc1ccc(O)cc1,-3.595445394515991
Cc1ccc(NC(=O)c2csc([N+](=O)[O-])c2)cc1,-3.6632065773010254
O=[N+]([O-])c1ccc(-c2nc(NCCO)c3ccccc3n2)s1,-5.186605930328369
NC(CCC(=O)NC(CSCCCl)NC(=O)CC(=O)O)C(=O)O,-5.158618927001953
CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O,-3.7084407806396484
CCCCC(CC)COC(=O)c1ccc(C(=O)OCC(CC)CCCC)cc1,-3.022404670715332
CC=O,-1.5570015907287598
O=[N+]([O-])c1cc2c3c(ccc4cccc(c43)CC2)c1,-4.0011138916015625
CCN(CC)C(=S)SC1OC(CO)C(O)C(O)C1O,-6.0284247398376465
Cc1cccc2cccc([N+](=O)[O-])c12,-3.931469678878784
Cc1ccc2ccccc2n1,-3.7063257694244385
CC1CN(N=O)CC(C)N1N=O,-2.756575584411621
CCCCCCCCCC=CCC1CC(=O)OC1=O,-2.7615621089935303
CCOO,-1.808046817779541
CS(=O)(=O)O,-1.5869464874267578
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,-3.812474250793457
