Smiles,gcnscore
O=[N+]([O-])c1c(O)ccc2ccccc12,-3.9985928535461426
COc1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)cc1OC,-3.583524227142334
CC(=O)Nc1ccc2c(c1OC(C)=O)Cc1ccccc1-2,-3.461395740509033
ClCC(Cl)(Cl)Cl,-2.6020684242248535
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,-3.8499960899353027
CCN(CC)C(=S)SC1OC(CO)C(O)C(O)C1O,-5.649506568908691
COC[C@@H](O)Cn1cc([N+](=O)[O-])nc1Cl,-4.276469707489014
CC(C)(C)c1cc(O)ccc1O,-4.293581008911133
Oc1ccc(/C=N/c2snc3ccccc23)cc1,-4.2735276222229
Cc1cccc2cc([N+](=O)[O-])ccc12,-3.713895320892334
ClC1=C(Cl)[C@]2(Cl)[C@H]3[C@@H]4C[C@@H]([C@@H]5O[C@H]45)[C@H]3[C@@]1(Cl)C2(Cl)Cl,-3.7593369483947754
CNC(=O)ON,-2.069871425628662
NC(=O)N(CC(=O)O)N=O,-3.631721019744873
c1ccc2c(c1)ccc1nc3ccc4c(c3cc12)CCCC4,-3.9504141807556152
c1ccc(C(c2ccccc2)c2ccccc2)cc1,-3.304999828338623
CCOC(=O)OC(=O)OCC,-2.807943344116211
C=CC1CC2C=CC1C2,-3.7642593383789062
CCCCOc1ccc(/C=N/c2ccc(CC)cc2)cc1,-3.185962200164795
NC(CCC(=O)NC(CSC(=O)NCCCl)C(=O)NCC(=O)O)C(=O)O,-5.762389659881592
CCN(N=O)c1ccccc1,-4.50729513168335
CN(C)c1ccc(N=Nc2ccc3ncsc3c2)cc1,-3.6796822547912598
CCCC=[N+]([O-])O,-2.131722927093506
CC=C1CC(C)C(O)(CO)C(=O)OCC2=CC[N+]3([O-])CCC(OC1=O)C23,-3.911520481109619
c1ccc(-c2ccncc2)nc1,-4.86797571182251
O=C/C=C/c1ccc([N+](=O)[O-])o1,-3.6237049102783203
Cc1cc(Cl)ccc1OCC(=O)O,-2.835590362548828
Cc1ccc(C(C)C)cc1O,-3.6866884231567383
Nc1cc2c3c(ccc2c2ccccc12)[C@@H](O)[C@H](O)C=C3,-5.070737361907959
Cc1cc2c(c3ccc4ccccc4c13)CCCC2=O,-3.629544258117676
COc1ccc2c(c1)C(=O)c1c(OC)c(OC)cc3ccnc-2c13,-3.551579475402832
c1ccc(CN2C3c4ccccc4-c4ccccc4C32)cc1,-3.5557355880737305
c1ccc2cc3c(cc2c1)c1c(c2ccccc23)O1,-4.498596668243408
Cc1cc([N+](=O)[O-])c(C)c2c1[nH]c1ccc([N+](=O)[O-])cc12,-3.372681140899658
N=C(N)c1ccccc1,-3.847912311553955
O=C(Nc1ccccc1)Nc1snc2ccccc12,-4.079137802124023
[O-][NH+](O)c1c2ccccc2cc2ccccc12,-3.4457454681396484
ClCC1(CCl)C2CC(Cl)(Cl)C1(CCl)C(Cl)C2Cl,-3.129136085510254
CC1c2cc(F)ccc2-c2ccc(F)cc21,-3.2629966735839844
Cc1cccc(N=O)c1,-4.347241401672363
O=[N+]([O-])c1ccc2c(O)cc3cccc4ccc1c2c43,-4.22489070892334
C1CN2CCN1CC2,-2.670992374420166
Fc1cccc2cccnc12,-4.368953227996826
Oc1c(Cl)c(Cl)cc(Cl)c1Cl,-3.049659252166748
O=[N+]([O-])c1ccc2ccc3c4c(cc5ccc1c2c53)CCCC4,-3.6271533966064453
COc1nc2cc([N+](=O)[O-])cc(CBr)c2nc1OC,-3.401948928833008
CC(C)NCC(O)c1ccc(O)c(O)c1,-5.178944110870361
CCc1c2ccccc2cc2c1ccc1ccccc12,-3.3956727981567383
Oc1cccc2ccccc12,-4.08829927444458
CC1(c2ccccc2)C(=O)c2ccccc2N1O,-3.652620792388916
O=C(NO)c1ccc2ccccc2c1,-3.751593589782715
COc1cc2oc(-c3ccc(O)cc3)c(O)c(=O)c2cc1OC,-4.269765377044678
NC(CCC(=O)N(CC(=O)O)C(=O)C(N)CSN=O)C(=O)O,-4.698812007904053
Clc1ccc2ccccc2n1,-4.421660423278809
NC(=O)/C(=C\c1ccc([N+](=O)[O-])o1)c1ccco1,-3.102418899536133
CC(=O)OCN(N=O)c1ccccc1,-5.111639499664307
C=C1C(=O)OC2CC(C)C3CC(O)OC(O)C3(C)CC12,-5.02390193939209
BrCCBr,-2.6832847595214844
CCOC(=O)C(=NNc1ccc(-c2ccc(NN=C(C(=O)OCC)C(=O)OCC)cc2)cc1)C(=O)OCC,-3.7737460136413574
O=C(O)CC[N+](=O)[O-],-2.1015520095825195
OCc1ccc(O)cc1,-4.0992937088012695
CC1=CC(C)(C)Nc2ccccc21,-3.190013885498047
c1ccc2cc3c(ccc4cccnc43)cc2c1,-4.812305927276611
C/C(=C(/OCCOc1ccc(Cl)cc1)c1ccc(Cl)cc1Cl)n1ccnc1,-3.8420515060424805
CCCCC(CC)COC(=O)COc1ccc(Cl)cc1Cl,-3.151052474975586
CC(C)[C@]12CC(=O)[C@@H](C)[C@H]1C2,-2.715977668762207
