Smiles,DNNscore
O=C1c2ccccc2C(=O)c2c1cc(OC1COC(OCC3OC(O)C(O)C(O)C3O)C(O)C1O)c(CO)c2O,-9.131075859069824
CCC[C@@H](C)C[C@@H](OC(=O)C[C@@H](CC(=O)O)C(=O)O)[C@@H](C[C@H](C)CCCCCC[C@H](O)C[C@H](O)[C@@H](C)N)OC(=O)C[C@@H](CC(=O)O)C(=O)O,-10.07095718383789
O=C1c2ccccc2C(=O)c2c1cc(OC1OC(COC3OCC(O)C(O)C3O)C(O)C(O)C1O)c(CO)c2O,-9.212163925170898
COc1ccc(C2CC(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3O2)cc1O,-9.819573402404785
OC[C@@H](O)[C@@H](O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)CO,-8.492626190185547
Cc1c(C(=O)O)c(O)cc2c1C(=O)c1c(O)c(C3OC(CO)C(O)C(O)C3O)c(O)c(O)c1C2=O,-8.166502952575684
CNC1C(O)C(OC2C(NC(=O)C(O)CN)CC(N)C(OC3CC(CN)C(O)C(O)C3O)C2O)CCC1(C)O,-9.752708435058594
O=C1c2ccccc2C(=O)c2c1ccc(OC1OC(COC3OCC(O)C(O)C3O)C(O)C(O)C1O)c2O,-8.568172454833984
CCC1OC(CO)C(COCC2OC(COC3OC(CO)C(O)C(O)C3O)C(OC)C(O)C2O)C(O)C1O,-8.50406265258789
NCCCCC(N)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CCCCN)C(=O)O,-10.139595031738281
COc1cc(N[C@H](C)CCCN)c2ncccc2c1,-3.8834495544433594
COc1cc(NC(C)CCCN)c2ncccc2c1,-3.8834495544433594
CC1OC(OCC2OC(Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,-8.81378173828125
O=C1c2ccccc2C(=O)c2c(OC3OC(CO)C(O)C(O)C3O)ccc(O)c21,-8.640605926513672
O=c1c2c(OC3OC(CO)C(O)C(O)C3O)cc(O)cc2oc2c(O)ccc(O)c12,-8.467496871948242
Nc1c2ncn(Cc3ccccc3)c2nc[n+]1[O-],-4.575674057006836
Nc1nc(NO)c2ncn(C3OC(CO)C(O)C3O)c2n1,-8.918516159057617
OCC(CO)N[C@@H]1C[C@](O)(CO)[C@H](O)[C@@H](O)[C@@H]1O,-8.64969539642334
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(/C(C)=N/NC(=O)c1ccccc1)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,-8.287491798400879
CC(=O)C1(O)C=C(OC2CC(N)C(O)C(C)O2)c2c(c(O)c3c(O)c4ccccc4c(O)c3c2O)C1,-6.343995094299316
CSCCC(NC(=O)C(N)Cc1c[nH]c2ccccc12)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O,-10.309303283691406
Cc1c(C(=O)O)c(O)cc2c1C(=O)c1c(O)c([C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)c(O)c(O)c1C2=O,-8.166502952575684
COc1cc(O)c2c(=O)c(O)c(-c3ccc(O)c(O)c3)oc2c1,-6.788827896118164
COc1ccc(CCC(=O)c2c(O)cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)cc2O)cc1O,-7.8786187171936035
O=C1c2ccccc2C(=O)c2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc(O)c21,-8.640605926513672
CC(C)C(O)(C(=O)OCC1CCN2CCCC12)C(C)O,-4.650889873504639
CC1OC(OCC2OC(Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,-8.342893600463867
CCN(CC)CCC[C@@H](C)Nc1cc(OC)cc2cccnc12,-3.639918327331543
CCN(CCCl)CCCNc1c2ccccc2nc2c1ccc1cccnc12,-4.540376663208008
O=[N+]([O-])c1ccc(CNc2nc[nH]c3ncnc2-3)cc1,-4.6232829093933105
OCC(CO)NC1CC(O)(CO)C(O)C(O)C1O,-8.64969539642334
CNC1C(OC2C(OC3C(O)C(O)C(N=C(N)N)C(O)C3N=C(N)N)OC(C)C2(O)C=O)OC(CO)C(O)C1O,-7.626224517822266
CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCCO)c(I)c(C(=O)NCC(O)CO)c1I,-8.040033340454102
O=C1NC(c2ccc([N+](=O)[O-])s2)Nc2ccccc21,-3.860825538635254
O=C1NC(c2ccc([NH+]([O-])O)s2)Nc2ccccc21,-3.956808567047119
CC[C@]1(O)C[C@H](O[C@@H]2C[C@H](N)[C@@H](O)[C@H](C)O2)c2c(cc3c(c2O)C(=O)c2c(O)ccc(O)c2C3=O)[C@H]1C(=O)OC,-7.809723377227783
OCC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,-8.492626190185547
C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O)[C@@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3,-6.150060653686523
O=c1c2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)cc2oc2c(O)ccc(O)c12,-8.467496871948242
ONc1ncnc2c1ncn2Cc1ccccc1,-5.002913475036621
Cc1ccc(NCC2(O)OCC(O)C(O)C2O)cc1,-7.033503532409668
C[C@@H]1O[C@@H](O[C@H]2C[C@](O)(CO)Cc3c(O)c4c(c(O)c32)C(=O)c2ccccc2C4=O)[C@H](I)[C@H](O)[C@@H]1O,-8.219639778137207
O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,-6.200007438659668
CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,-8.293466567993164
