Smiles,docking score,gcnscore,SVMscore,XGBscore,gatscore,LGBMscore,RFscore,DNNscore,Ridgescore,mean,std
Br/C=C/Br,-2.009,-2.2309679985046387,-2.2258242930124945,-2.3954167,-2.428593635559082,-1.874421573708988,-3.687219976483675,-2.594335556030273,-2.4541204936249783,-2.486362528365516,0.5310290539308695
BrC(Br)Br,-2.031,-1.7966433763504028,-2.496152005541304,-2.221781,-2.476466178894043,-2.526524156482668,-3.687219976483675,-3.285048723220825,-2.773623663275795,-2.6579323850310894,0.5945598737398982
BrC(Br)C(Br)(Br)Br,-1.907,-2.0817227363586426,-2.4844267664267297,-2.5362089,-2.715749740600586,-2.8688383455992748,-3.687219976483675,-2.9521923065185547,-2.827241111134536,-2.76919998539025,0.46297269241534844
BrC(Br)C(Br)Br,-2.064,-1.907368898391724,-2.609403491192965,-2.667912,-2.7159552574157715,-2.526524156482668,-3.687219976483675,-3.449147939682007,-2.974536588093854,-2.8172585384678333,0.5566544973402091
BrC/C=C\CBr,-2.211,-2.873598098754883,-2.20045645640795,-1.1310605,-2.50673246383667,-2.125915134905783,-3.687219976483675,-2.19108247756958,-2.125407102753855,-2.3551840263390496,0.7290649449806846
BrCBr,-1.557,-1.5114229917526243,-2.3226581703364038,-2.7028995,-2.242316961288452,-2.2258962326658307,-3.687219976483675,-2.865473747253418,-2.691166578798641,-2.5311317698223808,0.6282958531041561
BrCC(Br)(Br)Br,-2.173,-2.0525221824646,-2.5233235064553106,-2.6262891,-2.5148816108703613,-2.568210421782437,-3.687219976483675,-3.0672600269317627,-2.892200131769273,-2.741488369594677,0.4840552708672627
BrCC(Br)C1CCC(Br)C(Br)C1,-3.187,-3.161385536193848,-3.424283837843131,-3.4942303,-3.0980396270751958,-3.2376134912767287,-3.687219976483675,-3.625332593917847,-3.696423865863298,-3.428066153581715,0.2386841579516418
BrCC(Br)CBr,-2.649,-2.4181952476501465,-2.8608700156057294,-3.350919,-2.576841354370117,-2.8710921882327187,-3.687219976483675,-3.565642833709717,-3.2695379028387084,-3.075039814861351,0.46237037291363126
BrCC(Br)c1ccccc1,-3.441,-3.5758919715881348,-3.8637371121830935,-3.596591,-3.1790847778320312,-4.103430564349709,-3.79463176219796,-3.96029543876648,-4.094460119415759,-3.771015343291646,0.3114429997487148
BrCC1CO1,-2.024,-2.28733229637146,-3.057336198074428,-2.659396,-2.4470181465148926,-2.3261670595062407,-3.687219976483675,-3.704490900039673,-3.2139122846499424,-2.922859107705039,0.5798725221888593
BrCCBr,-1.974,-2.0246477127075195,-2.397181732674293,-2.7034163,-2.3285233974456787,-2.2258962326658307,-3.687219976483675,-3.159738302230835,-2.830655642145361,-2.669659912044149,0.5485369960647735
