Smiles,gatscore
O=NN1CCC(O)C1,-3.961057662963867
c1cc2c3c(c1)C1OC1c1cccc(c1-3)C1OC21,-3.4567983150482178
BrC(Br)C(Br)Br,-2.0607731342315674
O=S(=O)(c1ccc(Cl)cc1)c1cc(Cl)c(Cl)cc1Cl,-3.509617805480957
CC(=O)OC1C2OC2C2=CC(=O)C3(CC2(C)C1C)OC3(C)C=O,-3.0431151390075684
Fc1ccc2ccccc2n1,-5.122132778167725
O=C(c1ccc(F)cc1)[C@H]1O[C@@H]1c1ccccc1,-3.5698914527893066
c1ccc(-c2ccccc2OCC2CO2)cc1,-4.860058784484863
O=C(c1ccccc1)C1OC1c1ccc(Oc2ccccc2)cc1,-3.718449354171753
COc1ccc2c(cc3c4c(cc5c(c42)OCO5)CCN3C)c1OC,-4.3024091720581055
C=C(C)[C@@H]1CC=C(C)[C@@H](O)C1,-3.5910849571228027
N#CC(=N)C(N)C#N,-2.8801779747009277
NNc1nncc2ncccc12,-5.22339391708374
CCCCC(C)C(OC(=O)CC(CC(=O)O)C(=O)O)C(CC(C)CC(O)CCCCC(O)CC(O)C(C)N)OC(=O)CC(CC(=O)O)C(=O)O,-5.880008697509766
Cc1ccc([N+](=O)[O-])c2ccccc12,-3.123746395111084
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,-2.8977465629577637
CC(OP(=O)(OC(C)C(Br)CBr)OC(C)C(Br)CBr)C(Br)CBr,-3.0667428970336914
Cn1c(N)nc2c3ccncc3ccc21,-5.009415626525879
c1ccc2c(c1)ccc1cc3c(ccc4ccncc43)cc12,-4.354279518127441
Nc1cc([N+](=O)[O-])cc(S(=O)(=O)O)c1O,-3.242218494415283
c1scc2c1-c1cscc1C1OC21,-5.336736679077148
Cc1ccc(C=Cc2ccc([N+](=O)[O-])cc2)cc1,-2.71284556388855
O=[N+]([O-])c1ccc2c(c1)oc1ccc([N+](=O)[O-])cc12,-3.6059916019439697
c1ccc2[nH]cnc2c1,-4.825534343719482
O=NN(O)c1ccccc1,-3.298051357269287
C[C@H]1CCOS(=O)(=O)O1,-2.661764144897461
COc1cc2c(cc1O)CCN[C@]21CSC2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H](O)[C@@H]3Cc5cc(C)c(OC)c(O)c5[C@H]([C@H]21)N3C)OCO4,-5.302158355712891
CC(C)NCC(O)c1ccc2ccccc2c1,-4.5193891525268555
O=[N+]([O-])c1ccccc1SS/C(Cl)=C(\Cl)C(Cl)=C(Cl)Cl,-3.3810606002807617
CCCCCC(N)=O,-2.5862932205200195
CC(=O)Nc1ccc(Cc2ccc(N)cc2)cc1,-4.198770999908447
O=[N+]([O-])c1ccc2ccc3cccc4c(O)cc1c2c34,-4.174493312835693
O=C1c2ccccc2C(=O)C1(O)O,-3.8544094562530518
NCc1ccc(CN)cc1,-4.529435634613037
CCCCCCCCn1sccc1=O,-3.2464230060577393
O=C(CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,-3.971728801727295
Cc1c(/C=N/OCc2ccc(Cl)cc2)c2cc([N+](=O)[O-])ccc2n1Cc1ccccc1,-3.8573949337005615
CC(N)CCN,-3.462416172027588
Cc1cn2c(N=O)c(-c3ccc([N+](=O)[O-])cc3)nc2s1,-4.067892074584961
CCCCON(OC(C)=O)C(=O)c1ccc(C(C)(C)C)cc1,-3.565722942352295
O=C(OCc1ccc(Cl)cc1)c1cccc2cccnc12,-4.254886627197266
CC(C)C1(NC(=O)C2CC3c4cccc5[nH]cc(c45)CC3N(C)C2)OC2(O)C3CCCN3C(=O)C(Cc3ccccc3)N2C1=O,-4.298789024353027
c1cnc2ccc3c(c2c1)C1OC1CC3,-5.324869155883789
Cc1ccc(N)c(O)c1,-3.9663515090942383
O=C1c2cccc(O)c2C(=O)c2cccc(O)c21,-4.43211555480957
Cc1ccc2ccc3cc4ccccc4c4ccc1c2c34,-3.6884613037109375
[O-][NH+](O)c1ccc(Oc2ccc(Cl)cc2Cl)cc1,-3.290214776992798
O=C1OC(O)C(C(Cl)Br)=C1Cl,-3.2098445892333984
COc1cc(O)c2c(c1)C(=O)c1c(O)c(C)cc(O)c1C2=O,-4.427142143249512
CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,-5.057449817657471
CNC(=O)Oc1ccccc1OC(C)C,-3.8254449367523193
COc1ccc(N)cc1,-3.8302903175354004
Cc1ccc(C(=O)ON(OCc2ccccc2)C(=O)c2ccccc2)cc1,-3.6980690956115723
FC(F)(F)CCl,-3.2354061603546143
N[C@@H](CCC(=O)N[C@@H](CSC(Cl)=C(Cl)Cl)C(=O)NCC(=O)O)C(=O)O,-4.491642951965332
O=S(=O)(O)c1ccc(N=Nc2c(O)ccc3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c23)cc1,-2.838197708129883
O=[N+]([O-])c1ccc(Nc2ccc(O)cc2)c([N+](=O)[O-])c1,-4.1610212326049805
COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccc([N-][N+]#N)cc12,-3.746950149536133
O=C1OC(O)C(C(Br)Br)=C1Br,-3.080596446990967
CC(=O)NC(CSCCCl)C(=O)O,-3.321831464767456
ONc1ccc(Oc2ccccc2)cc1,-4.257813930511475
O=S(=O)(O)OCc1cc2ccccc2c2ccc3ccccc3c12,-3.4684512615203857
COc1cccc(C(=O)ON(OCc2ccccc2)C(=O)c2ccccc2)c1,-3.755495548248291
NC(=O)/C(=C\c1ccc([N+](=O)[O-])o1)c1ccco1,-3.992809534072876
C1COCC2(C1)CO2,-2.534313201904297
NC(=NO)c1ccc([NH+]([O-])O)o1,-3.471647024154663
Oc1ccc(-c2ccc(O)cc2)cc1,-4.512070655822754
CCCCOC(=O)C=Cc1ccc([N+](=O)[O-])o1,-2.771294593811035
O=C(O)c1ccccc1C(=O)O,-3.434706211090088
FC(F)(F)C(Cl)Br,-2.6176624298095703
Cc1ccc2c(c1[N+](=O)[O-])C(=O)c1cccc([N+](=O)[O-])c1C2=O,-3.1503565311431885
O=[N+]([O-])c1ccc2c3c([N+](=O)[O-])ccc4cccc(c5cccc1c52)c43,-3.625009536743164
CC1CC(OC(=O)c2ccccc2O)CC(C)(C)C1,-4.155719757080078
OCc1cc2c3c(cccc3c1)-c1ccccc1-2,-4.4044952392578125
O=C(Nc1nc(-c2ccc([NH+]([O-])O)o2)cs1)C(F)(F)F,-3.967055320739746
[O-][NH+](O)c1ccc2ccccc2c1,-3.208601236343384
S=C(Nc1ccccc1)Nc1ccccc1,-3.7949652671813965
CC(C)=CCOc1c2occc2cc2ccc(=O)oc12,-3.8160552978515625
CCCCCCC(C)(C)C(=O)OC[C@@H]1CO1,-2.860062599182129
O=C1NCCN1c1nccs1,-4.6848649978637695
O=C1COP(=O)(N(CCCl)CCCl)OC1,-3.6816906929016113
CN(CC(O)CO)N=O,-3.9447550773620605
O=S(=O)(O)OCc1ccc2ccc3cccc4ccc1c2c34,-3.477806568145752
CS/C(C)=N\OC(=O)N(C)N=O,-2.65224027633667
OCc1ccc2ccc3cccc4ccc1c2c34,-4.405165195465088
CCNCC#CC(C)(C)OC(=O)C(O)(c1ccccc1)C1CCCCC1,-4.307164192199707
O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,-3.333129405975342
Cc1cccc(C)c1NC(=O)CN1CCCC1=O,-3.94576096534729
[O-][NH+](O)c1ccc(CCO)cc1,-3.4410805702209473
COC(=O)C1=CCCN(C)C1,-3.7271482944488525
O=[N+]([O-])c1cccc2c1c([N+](=O)[O-])cc1cccc([N+](=O)[O-])c12,-3.556797504425049
CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,-4.413541793823242
O=C(c1ccccc1)C1OC1c1ccc([N+](=O)[O-])cc1,-3.379800796508789
COc1ccc(-c2oc3ccccc3c(=O)c2[N+](=O)[O-])cc1[N+](=O)[O-],-3.3619751930236816
BrCc1cccc(CBr)c1,-3.5239851474761963
O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,-4.747355937957764
CCOC(=O)c1ccccc1N,-4.286494731903076
Cn1c(N)nc2nc3cccnc3cc21,-4.676426887512207
CC(=O)Nc1c(O)cc2c3c(cccc13)-c1ccccc1-2,-4.628649711608887
COC(=O)[C@]12O[C@@]1(C)[C@@](C)(O)OC2=O,-2.900465488433838
CC(C)OCC1CO1,-2.5340943336486816
CC=C1CC2C=CC1C2,-2.501918315887451
O=C(C=Cc1cccc([N+](=O)[O-])c1)c1ccccc1,-3.3301801681518555
CC(C)(C)OC(=O)C[N-][N+]#N,-2.377916097640991
CCN(C(C)=O)c1ccc2c(c1)Cc1ccccc1-2,-3.889688491821289
C1CN(SSN2CCOCC2)CCO1,-3.669180154800415
OC1C=Cc2c(ccc3ncccc23)C1O,-5.375553131103516
C/C=C1/C[C@H](C)[C@@](O)(CO)C(=O)OCC2=CCN3CC[C@@H](OC1=O)[C@H]23,-4.297342300415039
CNCCO,-2.6703600883483887
Brc1ccc(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,-2.9403812885284424
C=CCOC(=O)COCCC(C)C,-3.0036380290985107
Cn1c(NO)nc2ncc(-c3ccccc3)cc21,-4.507626533508301
Nc1cc(Cl)ccc1Cl,-4.312265396118164
Cc1coc2c1CCC(C)C2,-4.247169017791748
CN(C)CCNC(=O)c1cccc2cc(-c3ccccc3)oc12,-4.133038520812988
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,-3.9615426063537598
O=C1OCCN1P(=O)(Cl)N1CCOC1=O,-3.1380181312561035
Cc1cc2ccc3cc4ccccc4c4ccc(c1)c2c34,-3.7018489837646484
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[NH+]([O-])O,-3.580455780029297
CCCCCn1cc2c3c(cccc31)[C@H]1C=C(C)CN(C)[C@@H]1C2,-3.6873903274536133
CNCC(O)c1cccc(O)c1,-4.925369739532471
CCC(C)Nc1ccc(NC(C)CC)cc1,-3.722891330718994
Nc1cc([N+](=O)[O-])ccc1O,-3.746797800064087
CC(=O)CN(CC(C)O)N=O,-3.3374075889587402
O=[N+]([O-])c1ccc2c(ccc3ccc([N+](=O)[O-])cc32)c1,-3.4542477130889893
Cc1ccc([NH+]([O-])O)cc1N,-3.4130361080169678
CC(=O)Nc1cc(N=Nc2ccc(C)c(NC(C)=O)c2)ccc1C,-4.32386589050293
CS(=O)(=O)OC1CN(C(c2ccccc2)c2ccccc2)C1,-3.0384585857391357
CN=NO,-1.0382730960845947
O=[N+]([O-])c1c2ccccc2cc2c1ccc1ccccc12,-3.4463367462158203
CC(/C=C(\C#N)c1ccc(Cl)c(Cl)c1)C(c1ccccc1)C(C#N)c1ccc(Cl)c(Cl)c1,-3.0810790061950684
N#Cc1cc(I)c(O)c([N+](=O)[O-])c1,-2.7417612075805664
Cc1nc2c3c(ccc4ccc(O)cc43)ccc2n1C,-4.646720886230469
Oc1cc(Cl)cc(Cl)c1,-4.020616054534912
ClC(Cl)C(Cl)(Cl)Cl,-1.9429819583892822
CCCC[C@@H](CC)COC(=O)/C=C/c1ccc(OC)cc1,-3.4387366771698
Nc1ncnc2c1ncn2C1CC(O)C(CO)O1,-6.019062042236328
C=CC(=O)N1CCN(c2ccccc2)CC1,-3.7135307788848877
O=[N+]([O-])c1ccc2ccc3ccc([N+](=O)[O-])cc3c2c1,-3.452599287033081
COc1ccc(N)c(OC)c1,-3.985309600830078
Oc1cc(Cl)c(Cl)c(Cl)c1Cl,-3.9433867931365967
O=C1C=Cc2cccc3cccc1c23,-4.094738006591797
