Smiles,docking score,gcnscore,SVMscore,XGBscore,gatscore,LGBMscore,RFscore,DNNscore,Ridgescore,mean,std
Br/C=C/Br,-2.009,-2.2548046112060547,-1.7066333783935987,-1.7999183,-2.357507705688477,-1.9821663959605276,-3.6084556649955912,-2.065255880355835,-2.0458084301068427,-2.2275687958383656,0.5974155961940056
BrC(Br)Br,-2.031,-2.296693801879883,-2.239554238842365,-2.6127782,-2.1486263275146484,-2.663088637005124,-3.6084556649955912,-2.6759393215179443,-2.9721556117790806,-2.6521614754418295,0.473479566509282
BrC(Br)C(Br)(Br)Br,-1.907,-2.4229955673217773,-2.9578833195683005,-2.8726614,-2.2799148559570312,-2.765200095881593,-3.6084556649955912,-2.905208110809326,-3.329690956287894,-2.8927512463526894,0.43432348423474104
BrC(Br)C(Br)Br,-2.064,-2.436093330383301,-2.37333903651196,-2.6645563,-2.38592529296875,-2.591194314884731,-3.6084556649955912,-2.5942070484161377,-2.920336347822077,-2.6967634169978183,0.409361893019875
BrC/C=C\CBr,-2.211,-2.7498703002929688,-2.1194834763406845,-1.2940432,-2.2174301147460938,-2.095934411979059,-3.6084556649955912,-2.293410539627075,-2.306655801450608,-2.33566043867901,0.6543644407118495
BrCBr,-1.557,-2.657690525054932,-2.0034369752489654,-1.9702904,-2.6194958686828613,-2.085002617739287,-3.6084556649955912,-2.279489517211914,-2.544426699916146,-2.471036033606212,0.5360033001819087
BrCC(Br)(Br)Br,-2.173,-2.5737671852111816,-2.5615184005179152,-2.3527412,-2.3219354152679443,-2.547884573292593,-3.6084556649955912,-2.7748191356658936,-3.065072917651098,-2.725774311575277,0.4277225063055795
BrCC(Br)C1CCC(Br)C(Br)C1,-3.187,-3.60260009765625,-3.423919374275461,-3.6534839,-4.032186985015869,-3.2043770788237165,-3.6084556649955912,-3.4830007553100586,-3.5457306647128592,-3.569219315098726,0.2349165926076896
BrCC(Br)CBr,-2.649,-2.7909693717956543,-2.9326669930031137,-3.0802312,-2.69320011138916,-2.689634953418623,-3.962361201107586,-3.34379243850708,-3.178547877542863,-3.08392551834551,0.42510182684584297
BrCC(Br)c1ccccc1,-3.441,-3.5497326850891118,-3.818618999799636,-3.7098024,-3.3271775245666504,-3.622587775056914,-3.942904058250444,-3.881026029586792,-3.831507895293252,-3.7104196709553503,0.2035171617660134
BrCC1CO1,-2.024,-2.2850141525268555,-3.056841446862328,-2.4640062,-2.739508628845215,-2.603715375830061,-3.6084556649955912,-3.215944290161133,-3.154594274242696,-2.891010004182985,0.442773949493071
BrCCBr,-1.974,-2.6382699012756348,-1.874935284400122,-1.4172952,-2.410555601119995,-2.085002617739287,-3.6084556649955912,-2.075401544570923,-2.4649092439573144,-2.3218531322573583,0.6457106821042919
BrCCC(Br)Br,-2.289,-2.510416269302368,-2.630597604234387,-2.791138,-2.7237982749938965,-2.611188502896597,-3.6084556649955912,-2.9502758979797363,-3.090201520349326,-2.864508966843988,0.3548037694911961
BrCCCBr,-2.536,-2.5460901260375977,-2.591643497821896,-2.1136482,-1.9014188051223757,-2.150028761819263,-3.6084556649955912,-2.654125690460205,-2.79712893209192,-2.545317459793606,0.5298051896551752
BrCCCCBr,-2.616,-2.43200159072876,-2.770065419534808,-2.1181505,-1.875457763671875,-2.1735845661516606,-3.6084556649955912,-2.974003314971924,-2.934117596435934,-2.6107295520613194,0.5686690121122702
BrCCCCCBr,-2.665,-2.3620729446411133,-2.715914320806501,-1.9535303,-1.8512994050979612,-2.0110190706567264,-3.6084556649955912,-2.757603883743286,-2.78414943073885,-2.5055056275850034,0.5855057565074934
BrC[C@@H](Br)[C@@H]1CC[C@@H](Br)[C@@H](Br)C1,-3.324,-3.2302889823913574,-3.423919374275461,-3.6534839,-3.617783308029175,-3.2043770788237165,-3.6084556649955912,-3.4830007553100586,-3.5457306647128592,-3.4708799660672778,0.17349948935257603
BrC[C@H]1CO1,-2.446,-2.2657008171081543,-3.056841446862328,-2.4640062,-3.011683225631714,-2.603715375830061,-3.6084556649955912,-3.215944290161133,-3.154594274242696,-2.92261766185396,0.44396573341412765
