Smiles,gcnscore
CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,-2.9764561653137207
Nc1ccc2c(c1)Cn1c-2nc2ccccc2c1=O,-4.00089693069458
Cc1c(C(=O)O)cccc1[N+](=O)[O-],-2.8173537254333496
O=C(c1ccccc1)[C@@H]1O[C@H]1c1ccc([N+](=O)[O-])cc1,-2.6159729957580566
CNC(=O)NOC(=O)NC,-3.7052221298217773
COc1ccc(S(=O)(=O)n2ncc(Cl)c(Cl)c2=O)cc1,-3.2998499870300293
Cc1cc(C)cc([N+](=O)[O-])c1,-2.949573516845703
CCOC(=O)C[C@@H](SP(=O)(OC)OC)C(=O)OCC,-3.3976526260375977
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,-4.0194268226623535
COc1ccc(CN(C[CH-][N+](C)(C)Cl)c2ncccn2)cc1,-3.540536403656006
O=C1N(CO)[C@H](O)[C@@H](O)N1CO,-3.9668092727661133
O=C(OC[C@H]1CO1)c1cccc(C(=O)OC[C@H]2CO2)c1,-3.503170967102051
CCCCCCCCCC=CCC1CC(=O)OC1=O,-3.0699801445007324
O=[N+]([O-])c1ccc(CCO)cc1,-4.120133876800537
O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,-2.5112557411193848
CCCCN(CC[C@@H](C)O)N=O,-2.654538631439209
CO[C@@]12[C@@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,-3.0079827308654785
C1=CC2C3C=CC(C3)C2C1,-3.8229055404663086
C=CC(=O)OCCCCCCOC(=O)C=C,-2.1328201293945312
CC(=O)ON(C(C)=O)c1ccc(-c2ccccc2)cc1,-2.6864962577819824
CCCCC(C=O)CC,-1.7420034408569336
NC(=O)N(CCC[C@@H](N)C(=O)O)N=O,-3.529916286468506
Cc1ccc(O)cc1,-2.496175765991211
O=NN(CCO)CC(=O)O,-3.5671839714050293
Clc1c(Cl)c(Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2c1Cl,-3.6358323097229004
Cc1cn(CC(O)C[N-][N+]#N)c(=O)[nH]c1=O,-4.739773750305176
CN(C)CC(=O)O,-1.9339309930801392
OCc1cccc2c1-c1cccc3cccc-2c13,-4.074580192565918
CC(=O)C1(C)OC12C(=O)C=Cc1ccccc12,-2.8124160766601562
CC(C)CNCC(C)C,-2.641233444213867
OC1CC23C=CC=CC2(C1)O3,-3.641707420349121
O=NN1CCCC(O)C1,-3.1870741844177246
Nc1ncnc2c1ncn2C(c1ccccc1)(c1ccccc1)c1ccccc1,-4.703954696655273
CC(=O)Oc1ccc(CCl)cc1,-2.8410115242004395
CCn1cc(C(=O)O)c(=O)c2cc(F)c(-c3ccncc3)c(F)c21,-3.9945521354675293
CC(C)CN(N=O)C(=N)N[N+](=O)[O-],-2.7092809677124023
Cc1c(NO)cnc2c1nc1c(C)cccn12,-4.019943714141846
C=Cc1ccccc1,-1.8857338428497314
CCOCC(=O)O,-1.6063429117202759
CCCCCCCCCCCCCCCCCC(N)=O,-2.2866101264953613
COc1cccc(C=O)c1O,-3.8423943519592285
N#Cc1cccc2c([N+](=O)[O-])cccc12,-2.986286163330078
CC(Br)C(=O)NCc1ccc(Cl)cc1,-3.3118019104003906
Cc1ccc2c(c1)C1C(=N2)N(C)c2ccccc2C1C,-3.2266955375671387
CCCCN(CCO[N+](=O)[O-])[N+](=O)[O-],-1.972870945930481
CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1,-6.432163715362549
CC(C)(C)OCC1CO1,-1.882665991783142
C(CC[C@H]1CO1)C[C@H]1CO1,-1.811672568321228
COc1c(C(C)(C)C)cc([NH+]([O-])O)c(C)c1[NH+]([O-])O,-2.781090259552002
Oc1ccccc1/C=N/c1snc2ccccc12,-4.414689064025879
Clc1cccc(Cl)n1,-3.201054096221924
CC(C)CCCC(C)C1CCC2C3CC4N(N5C(=O)c6ccccc6C5=O)C45CC(Cl)CCC5(C)C3CCC12C,-3.5224251747131348
CCCCOS(C)(=O)=O,-1.7628477811813354
Nc1nc(-c2ccc([N+](=O)[O-])cc2)nc2c1ncn2C1CC(O)C(CO)O1,-5.265003681182861
Cc1cc2c(nc(N)n2C)c2nccnc12,-3.818160057067871
O=C(O)C1Cc2c([nH]c3ccccc23)C(Cc2ccccc2O)N1,-5.12609338760376
CN(C)c1ccc(C=Cc2ccc([N+](=O)[O-])cc2)cc1,-2.942819595336914
CC(C)[C@](O)(C(=O)O)[C@@H](C)O,-3.189173698425293
Cc1cc(O)c2c(c1O)C(=O)c1c(O)ccc(O)c1C2=O,-4.339200496673584
O=NN1C[C@@H](Cl)[C@H](Cl)C1,-2.7441205978393555
Br/C=C/Br,-2.2548046112060547
CCCCOCCOCCSC#N,-1.9118995666503906
OC1c2c(ccc3c2ccc2ccccc23)C2OC2C1O,-4.624038219451904
Cc1ccc([N+](=O)[O-])c2ccccc12,-3.0803542137145996
COC(C)CCOC(C)=O,-1.589438796043396
Nc1ccc2c(no[n+]2[O-])n1,-4.094017505645752
CC(O)=Nc1ccc(C=CC(=O)c2ccccc2)cc1,-3.116547107696533
O=[N+]([O-])c1cc(Cl)c(Cl)cc1Cl,-2.8262429237365723
CC1(C(=O)NCc2ccccc2)CO1,-4.212136268615723
CCN(CC)c1ccc(N=Nc2cccnc2)cc1,-2.987870693206787
ClC1c2cccc3ccc4c5ccccc5cc1c4c23,-3.4165639877319336
