Smiles,docking score
CC(=O)N(O)c1ccc(C)cc1,-1.149
ClSC(Cl)(Cl)Cl,-2.101
NC(=O)/C(=C/c1ccc([NH+]([O-])O)o1)c1ccccc1,-4.374
O=[N+]([O-])c1ccc(CBr)cc1,-2.949
CCOP(=S)(OCC)SCCl,-3.029
CON(C)C(=O)Nc1ccc(Br)cc1,-3.383
N[C@@H](CCC(=O)NNc1ccc(CO)cc1)C(=O)O,-3.723
COc1ccc2c(c1)-c1nccc3cc(OC)c(OC)c(c13)C2=O,-2.846
CC(=O)OC(OC(C)=O)c1ccc([NH+]([O-])O)o1,-3.083
O=C(O)CCC(=O)Nc1ccc(Cl)c(Cl)c1Cl,-4.094
Cc1cnccn1,-4.073
O=c1c(O)c(O)c1=O,-1.502
c1ccc(C2OC2c2ccccc2)cc1,-3.223
Cc1cc(O)c2c(=O)c3c(O)cc(O)c4c5c(O)cc(O)c6c(=O)c7c(O)cc(C)c8c1c2c(c34)c(c78)c65,-5.33
Cc1ccc(C(=O)O)cc1[N+](=O)[O-],-2.258
Cc1cc2ccccc2c2ccc3c(c12)C1OC1C(O)C3O,-4.671
Cc1c2ccccc2c(C)c2c3c(ccc12)C(=O)C(=O)C=C3,-2.929
CCCCCCC(=O)O,-1.942
O=C(O)CCCCCCCBr,-2.573
O=NN1CCSC1CO,-3.345
c1ccc2cc3c4ccccc4c4ccccc4c3cc2c1,-2.664
O=C1C=C2C(=CCO[C@H]2O)O1,-5.264
O=NN1CCS[C@@H]1[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO,-6.382
CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,-5.407
O=c1c2[nH]c3ccccc3c2nnn1N=Cc1ccc(O)cc1,-4.354
CNC(CC(=O)O)C(=O)N(C(C(N)=O)c1ccc(O)cc1)C1C(=O)N2C1SC(C)(C)C2C(=O)O,-5.308
Cc1ccncc1,-3.994
Clc1ccc(CO[C@H](Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,-5.827
ClCc1c2ccccc2cc2c1ccc1ccccc12,-3.295
COc1ccc(C=O)cc1,-4.182
O=C(NCc1ccccc1)C1CO1,-3.703
Fc1c(F)c(Cl)c(F)c(Cl)c1F,-3.134
CC(C)NCC(O)COc1cccc2c1OCC(O)C2,-6.609
CC12CCC(=O)C=C1C1CC1C1C2CCC2(C)C1C1CC1C21CCC(=O)O1,-3.314
COc1ccc2c(c1)C1CCCCC1C1OC21,-3.339
ClCC1C(CCl)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,-2.862
COC1=CC(=O)c2c(nc(C)c3c2[nH]c2ccccc23)C1=O,-3.565
Fc1ccc2c3c(ccc2c1)-c1cccc2cccc-3c12,-2.948
N/C(=N\O)c1cc(O)c(O)c(O)c1,-5.087
CC(=O)Nc1ccc(-c2ccccc2)cc1,-3.682
Cc1c2ccccc2nc2c1ccc1ccccc12,-3.061
Nc1ccc(-c2ccc(N)cc2[N+](=O)[O-])cc1,-3.442
O=C1C(=O)c2cccc3cccc1c23,-3.358
N=C1CCC(=N)c2c1c(O)c1ccccc1c2O,-4.621
COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)[C@@H]1C=CO[C@@H]1O2,-3.391
C=CCn1cc2c3c(cccc31)C1CC(C)CN(C#N)C1C2,-3.737
CC(C)(C)c1cc(-c2ccccc2)ccc1N=O,-3.532
[CH2-][N+](C)(C)CCO,-2.958
Cn1/c(=N/N)sc2ccccc21,-3.662
CC1CCCC2(C)CCCCC12O,-2.294
O=C(O)/C=C/c1ccc([N+](=O)[O-])o1,-2.347
ONc1ccc(-c2ccccc2)cc1,-3.114
CCCCCCCCCCCCCC(=O)O[C@@H]1[C@H](C)[C@]2(O)[C@@H](C=C(CO)C[C@@]3(O)C(=O)C(C)=C[C@@H]23)[C@H]2C(C)(C)[C@@]12OC(C)=O,-5.904
Cc1ccc(N=Nc2ccc(N(CCO)CCO)cc2)cc1,-4.165
Nc1ccc([N+](=O)[O-])cc1,-3.317
COC(=O)C1=C(C)NC(COC(N)=O)=C(C(=O)OC(C)C)C1c1cccc(Cl)c1Cl,-3.866
Cc1cnc2cc(C)c3c(nc(N)n3C)c2n1,-3.662
Cc1cccc2c1-c1cc3ccccc3cc1C1NC21,-3.652
O=C1OCC(Cl)=C1Cl,-2.787
CC(C)C1(NC(=O)C2CC3c4cccc5[nH]cc(c45)CC3N(C)C2)OC2(O)C3CCCN3C(=O)C(Cc3ccccc3)N2C1=O,-3.964
O=Cc1cccc(-c2ccccc2)c1,-3.754
Nc1ccc(N=Nc2ccc(N)cc2)cc1,-3.612
CCCCN(CCCC(=O)O)N=O,-2.091
CC1CN=C(O)N1c1ncc([N+](=O)[O-])s1,-3.35
Cc1ccc(N)cc1N=[N+]([O-])c1cc(N)ccc1C,-5.141
Clc1cccc(Cl)c1NC1=NCCN1,-2.975
CCOC[C@@H](O)COc1ccc(NC(=O)CC[S+](C)C)cc1,-4.799
ClCCSCc1ccccc1,-3.48
ClCC(Br)CCl,-2.644
CCOc1ccc(C(C)(C)C)cc1NC(=O)C(=O)Nc1ccccc1CC,-4.01
O=S(c1cc(Cl)cc(Cl)c1O)c1cc(Cl)cc(Cl)c1O,-3.514
Oc1ccc(O)c2c(O)c3ccccc3c(O)c12,-6.936
COC1=CC(=O)c2c(nc(C)c3c4c[nH]ccc-4nc23)C1=O,-3.485
ONc1ccc2ccccc2c1,-4.241
