Smiles,docking score,gcnscore,SVMscore,XGBscore,gatscore,LGBMscore,RFscore,DNNscore,Ridgescore,mean,std
Br/C=C/Br,-2.009,-2.6710739135742188,-2.788279857009977,-2.9724967,-3.0124993324279785,-2.7798449929702125,-4.073497447776409,-3.240478277206421,-2.991194916104981,-3.0661706796337747,0.44363342527826527
BrC(Br)Br,-2.031,-2.786028385162353,-2.938974067649143,-3.8720088,-3.0604305267333984,-3.923486253340372,-4.073497447776409,-3.1910555362701416,-3.355846049461147,-3.400165883299121,0.4929285080457399
BrC(Br)C(Br)(Br)Br,-1.907,-3.0182347297668457,-2.9026438049801504,-3.6829598,-3.2861649990081787,-3.2400131550516407,-4.073497447776409,-3.098462581634521,-3.1259309164171416,-3.303488429329361,0.38855960673997847
BrC(Br)C(Br)Br,-2.064,-2.93587064743042,-2.772760561845792,-3.335474,-3.218085765838623,-3.133942493994677,-4.073497447776409,-3.2282514572143555,-3.2144996682232483,-3.2390477552904406,0.38306099944007516
BrC/C=C\CBr,-2.211,-3.192814350128174,-2.6310625537464807,-2.9724967,-2.9154539108276367,-2.8127877396969354,-4.073497447776409,-2.8577888011932373,-2.806174514063741,-3.0327595021790765,0.4500553538271253
BrCBr,-1.557,-1.5099631547927856,-2.736106916648096,-2.9724967,-2.476945161819458,-2.8127877396969354,-4.073497447776409,-3.080354928970337,-3.0665925952654645,-2.8410930806211856,0.7131937796883969
BrCC(Br)(Br)Br,-2.173,-2.822604179382324,-3.181676541064798,-3.4521067,-2.8793413639068604,-3.031933068141917,-4.073497447776409,-3.243905782699585,-3.294494894819361,-3.2474449972239072,0.3951918465971225
BrCC(Br)C1CCC(Br)C(Br)C1,-3.187,-3.2307281494140625,-3.63596481994396,-3.4958045,-3.537099599838257,-3.2241571685676065,-4.073497447776409,-3.502704381942749,-3.3460043270956885,-3.5057450493223414,0.2727726082783156
BrCC(Br)CBr,-2.649,-2.9123501777648926,-3.214213221834421,-3.4006834,-3.021022319793701,-3.196397531124553,-4.073497447776409,-3.5873942375183105,-3.408796765524026,-3.3517943876670393,0.36402514386200785
BrCC(Br)c1ccccc1,-3.441,-3.817907333374024,-3.791409284833217,-3.9255772,-4.176927089691162,-3.363917637399098,-4.318586528236179,-3.606755018234253,-3.642668299021276,-3.830468548848651,0.309840553159924
BrCC1CO1,-2.024,-2.772966861724853,-2.91959076820356,-2.4341245,-3.1015186309814453,-2.798460995326028,-4.073497447776409,-2.984189510345459,-2.884564036684093,-2.9961140938802306,0.4773438677030588
